player,fname,lname,posd,start,cteam,comb_player
CP-2550,C.J.,Prosise,RB,2016,SEA,"C.J. Prosise, SEA RB"
CP-2600,Calvin,Pryor,SS,2014,NYJ,"Calvin Pryor, NYJ SS"
CR-0637,Chris,Reed,RG,2015,JAC,"Chris Reed, JAC RG"
CR-0650,Caraun,Reid,LDE,2014,SD,"Caraun Reid, SD LDE"
CR-0750,Chase,Reynolds,RB,2011,LA,"Chase Reynolds, LA RB"
CR-0850,Cyril,Richardson,LG,2014,CHI,"Cyril Richardson, CHI LG"
CR-0875,Cody,Riggs,LCB,2015,TB,"Cody Riggs, TB LCB"
CR-0887,Curtis,Riley,FS,2015,TEN,"Curtis Riley, TEN FS"
CR-0950,Christian,Ringo,NT,2015,GB,"Christian Ringo, GB NT"
CR-1150,Craig,Robertson,MLB,2011,NO,"Craig Robertson, NO MLB"
CR-1175,Corey,Robinson,LT,2015,DET,"Corey Robinson, DET LT"
CR-1525,Chester,Rogers,LWR,2016,IND,"Chester Rogers, IND LWR"
CS-0250,Cairo,Santos,P,2014,KC,"Cairo Santos, KC P"
CS-0850,Colton,Schmidt,P,2013,BUF,"Colton Schmidt, BUF P"
CS-1150,Chris,Scott,RG,2010,CAR,"Chris Scott, CAR RG"
CS-1250,Coty,Sensabaugh,RCB,2012,NYG,"Coty Sensabaugh, NYG RCB"
CS-1325,Canaan,Severin,RWR,2016,PIT,"Canaan Severin, PIT RWR"
CS-1350,Connor,Shaw,QB,2014,CHI,"Connor Shaw, CHI QB"
CS-1500,Cecil,Shorts,RWR,2011,TB,"Cecil Shorts, TB RWR"
CS-1950,Charles,Sims,RB,2014,TB,"Charles Sims, TB RB"
CS-2050,Chad,Slade,RG,2015,HOU,"Chad Slade, HOU RG"
CS-2250,C.J.,Smith,RCB,2016,PHI,"C.J. Smith, PHI RCB"
CS-2350,Chris,Smith,LDE,2014,JAC,"Chris Smith, JAC LDE"
CS-4250,Caleb,Sturgis,PK,2013,PHI,"Caleb Sturgis, PHI PK"
CS-4475,Chris,Swain,FB,2016,NYJ,"Chris Swain, NYJ FB"
CT-0025,Charles,Tapper,LDE,2016,DAL,"Charles Tapper, DAL LDE"
CT-0900,Cam,Thomas,RDT,2010,LA,"Cam Thomas, LA RDT"
CT-1050,Cedric,Thompson,FS,2015,MIN,"Cedric Thompson, MIN FS"
CT-1220,Chris,Thompson,RB,2013,WAS,"Chris Thompson, WAS RB"
CT-1300,Cedric,Thornton,LDT,2011,DAL,"Cedric Thornton, DAL LDT"
CT-1600,Carson,Tinker,LS,2013,JAC,"Carson Tinker, JAC LS"
CT-1625,Cole,Toner,RG,2016,ARI,"Cole Toner, ARI RG"
CU-0050,Courtney,Upshaw,DT,2012,ATL,"Courtney Upshaw, ATL DT"
CU-0150,C.J.,Uzomah,TE,2015,CIN,"C.J. Uzomah, CIN TE"
CW-0100,Cameron,Wake,LDE,2005,MIA,"Cameron Wake, MIA LDE"
CW-0225,Clive,Walford,TE,2015,OAK,"Clive Walford, OAK TE"
CW-0400,Cody,Wallace,C,2008,PIT,"Cody Wallace, PIT C"
CW-0625,Channing,Ward,LDE,2016,TB,"Channing Ward, TB LDE"
CW-0650,Chance,Warmack,RG,2013,TEN,"Chance Warmack, TEN RG"
CW-0750,Charles,Washington,RCB,2016,DET,"Charles Washington, DET RCB"
CW-0850,Cornelius,Washington,DE,2013,CHI,"Cornelius Washington, CHI DE"
CW-1075,Craig,Watts,RG,2014,NYJ,"Craig Watts, NYJ RG"
CW-1425,Carson,Wentz,QB,2016,PHI,"Carson Wentz, PHI QB"
CW-1450,Charcandrick,West,RB,2014,KC,"Charcandrick West, KC RB"
CW-1525,Christian,Westerman,RG,2016,CIN,"Christian Westerman, CIN RG"
CW-1850,Corey,White,RCB,2012,BUF,"Corey White, BUF RCB"
CW-1875,Cody,Whitehair,C,2016,CHI,"Cody Whitehair, CHI C"
CW-1950,Cody,Wichmann,RG,2015,LA,"Cody Wichmann, LA RG"
CW-1975,Cole,Wick,TE,2016,DET,"Cole Wick, DET TE"
CW-3100,C.J.,Wilson,NT,2010,CHI,"C.J. Wilson, CHI NT"
DA-0212,Davante,Adams,LWR,2014,GB,"Davante Adams, GB LWR"
DA-0350,D.J.,Alexander,LILB,2015,KC,"D.J. Alexander, KC LILB"
DA-0650,Dominique,Alexander,LILB,2016,CLE,"Dominique Alexander, CLE LILB"
DA-0850,Dwayne,Allen,TE,2012,IND,"Dwayne Allen, IND TE"
DA-0900,Danny,Amendola,LWR,2008,NE,"Danny Amendola, NE LWR"
DA-0950,David,Amerson,LCB,2013,OAK,"David Amerson, OAK LCB"
DA-1300,Derek,Anderson,QB,2005,CAR,"Derek Anderson, CAR QB"
DA-1350,Dres,Anderson,RWR,2015,CHI,"Dres Anderson, CHI RWR"
DA-1425,David,Andrews,C,2015,NE,"David Andrews, NE C"
DA-1500,David,Arkin,RG,2011,LA,"David Arkin, LA RG"
DA-2050,Denico,Autry,RDE,2014,OAK,"Denico Autry, OAK RDE"
DA-2200,Demarcus,Ayers,RWR,2016,PIT,"Demarcus Ayers, PIT RWR"
DB-0200,Dan,Bailey,PK,2011,DAL,"Dan Bailey, DAL PK"
DB-0350,David,Bakhtiari,LT,2013,GB,"David Bakhtiari, GB LT"
DB-0450,Darryl,Baldwin,RT,2015,DAL,"Darryl Baldwin, DAL RT"
DB-0500,Doug,Baldwin,LWR,2011,SEA,"Doug Baldwin, SEA LWR"
DB-0750,Don,Barclay,RG,2012,GB,"Don Barclay, GB RG"
DB-0950,David,Bass,ROLB,2013,TEN,"David Bass, TEN ROLB"
DB-0975,Daren,Bates,WLB,2013,OAK,"Daren Bates, OAK WLB"
DB-1250,De'Vante,Bausby,LCB,2015,CHI,"De'Vante Bausby, CHI LCB"
DB-1425,Devon,Bell,PK,2016,IND,"Devon Bell, IND PK"
DB-2925,Devante,Bond,WLB,2016,TB,"Devante Bond, TB WLB"
DB-2950,Devontae,Booker,RB,2016,DEN,"Devontae Booker, DEN RB"
DB-3725,Daniel,Braverman,LWR,2016,CHI,"Daniel Braverman, CHI LWR"
DB-3750,Delvin,Breaux,LCB,2015,NO,"Delvin Breaux, NO LCB"
DB-3800,Drew,Brees,QB,2001,NO,"Drew Brees, NO QB"
DB-4375,Da'Ron,Brown,LWR,2015,SD,"Da'Ron Brown, SD LWR"
DB-4387,Daniel,Brown,TE,2015,CHI,"Daniel Brown, CHI TE"
DB-4900,Duane,Brown,LT,2008,HOU,"Duane Brown, HOU LT"
DB-5200,Desmond,Bryant,RES,2009,CLE,"Desmond Bryant, CLE RES"
DB-5300,Dez,Bryant,LWR,2010,DAL,"Dez Bryant, DAL LWR"
DB-5450,Deone,Bucannon,RILB,2014,ARI,"Deone Bucannon, ARI RILB"
DB-5475,DeForest,Buckner,RDT,2016,SF,"DeForest Buckner, SF RDT"
DB-5950,Deon,Bush,SS,2016,CHI,"Deon Bush, CHI SS"
DB-6100,Darius,Butler,LCB,2009,IND,"Darius Butler, IND LCB"
DB-6300,Donald,Butler,SLB,2010,MIA,"Donald Butler, MIA SLB"
DB-6375,Damiere,Byrd,RWR,2015,CAR,"Damiere Byrd, CAR RWR"
DC-0325,De'Vondre,Campbell,WLB,2016,ATL,"De'Vondre Campbell, ATL WLB"
DC-0400,Don,Carey,FS,2009,DET,"Don Carey, DET FS"
DC-0500,Dan,Carpenter,PK,2008,BUF,"Dan Carpenter, BUF PK"
DC-0725,Derek,Carr,QB,2014,OAK,"Derek Carr, OAK QB"
DC-0775,Derek,Carrier,TE,2012,WAS,"Derek Carrier, WAS TE"
DC-1425,Demetrius,Cherry,LDE,2016,OAK,"Demetrius Cherry, OAK LDE"
DC-1450,Don,Cherry,MLB,2016,PHI,"Don Cherry, PHI MLB"
DC-2050,Donavon,Clark,RG,2016,SD,"Donavon Clark, SD RG"
DC-2550,David,Cobb,RB,2015,CHI,"David Cobb, CHI RB"
DC-2837,Deandre,Coleman,NT,2014,BUF,"Deandre Coleman, BUF NT"
DC-3200,Dustin,Colquitt,P,2005,KC,"Dustin Colquitt, KC P"
DD-0225,Daniel,Davie,RCB,2016,MIA,"Daniel Davie, MIA RCB"
DD-0250,Demario,Davis,LILB,2012,CLE,"Demario Davis, CLE LILB"
DD-0725,Dillon,Day,C,2015,DEN,"Dillon Day, DEN C"
DD-0750,David,DeCastro,RG,2012,PIT,"David DeCastro, PIT RG"
DD-0850,David,Dean,NT,2016,CIN,"David Dean, CIN NT"
DD-0875,Donte,Deayon,RCB,2016,NYG,"Donte Deayon, NYG RCB"
DD-0950,Darqueze,Dennard,RCB,2014,CIN,"Darqueze Dennard, CIN RCB"
DD-2300,Demar,Dotson,RT,2009,TB,"Demar Dotson, TB RT"
DD-2525,Dakota,Dozier,LG,2014,NYJ,"Dakota Dozier, NYJ LG"
DD-3050,Donteea,Dye,LWR,2015,TB,"Donteea Dye, TB LWR"
DE-0050,Dominique,Easley,LDT,2014,LA,"Dominique Easley, LA LDT"
DE-0600,Dannell,Ellerbe,WLB,2009,NO,"Dannell Ellerbe, NO WLB"
DE-0750,Deandre,Elliott,RCB,2016,SEA,"Deandre Elliott, SEA RCB"
DE-1300,Deshazor,Everett,FS,2015,WAS,"Deshazor Everett, WAS FS"
DF-0150,David,Fales,QB,2014,CHI,"David Fales, CHI QB"
DF-0550,Darren,Fells,TE,2013,ARI,"Darren Fells, ARI TE"
DF-1225,David,Fluellen,RB,2014,TEN,"David Fluellen, TEN RB"
DF-1250,D.J.,Fluker,RG,2013,SD,"D.J. Fluker, SD RG"
DF-1350,Dee,Ford,ROLB,2014,KC,"Dee Ford, KC ROLB"
DF-1375,D.J.,Foster,RB,2016,NE,"D.J. Foster, NE RB"
DF-1481,Dante,Fowler Jr.,LDE,2015,JAC,"Dante Fowler Jr., JAC LDE"
DF-1625,Deshon,Foxx,LWR,2015,NYJ,"Deshon Foxx, NYJ LWR"
DF-1650,Dan,France,LT,2014,CAR,"Dan France, CAR LT"
DF-1800,Doug,Free,RT,2007,DAL,"Doug Free, DAL RT"
DF-1875,Devonta,Freeman,RB,2014,ATL,"Devonta Freeman, ATL RB"
DF-1900,Dwight,Freeney,LDE,2002,ATL,"Dwight Freeney, ATL LDE"
DF-2150,Devin,Fuller,RWR,2016,ATL,"Devin Fuller, ATL RWR"
DF-2200,Devin,Funchess,LWR,2015,CAR,"Devin Funchess, CAR LWR"
DG-1300,Dashon,Goldson,FS,2007,ATL,"Dashon Goldson, ATL FS"
DG-1450,Denzell,Good,RG,2015,IND,"Denzell Good, IND RG"
DG-1600,Demetri,Goodson,RCB,2014,GB,"Demetri Goodson, GB RCB"
DG-1850,Dillon,Gordon,LT,2016,PHI,"Dillon Gordon, PHI LT"
DG-2425,Doran,Grant,LCB,2015,JAC,"Doran Grant, JAC LCB"
DG-2450,Dwayne,Gratz,LCB,2013,PHI,"Dwayne Gratz, PHI LCB"
DG-2650,Dorial,Green-Beckham,LWR,2015,PHI,"Dorial Green-Beckham, PHI LWR"
DG-2687,Darrell,Greene,RG,2016,PHI,"Darrell Greene, PHI RG"
DG-2950,Darion,Griswold,TE,2016,ATL,"Darion Griswold, ATL TE"
DH-0700,DeAngelo,Hall,FS,2004,WAS,"DeAngelo Hall, WAS FS"
DH-0850,Deiondre',Hall,RCB,2016,CHI,"Deiondre' Hall, CHI RCB"
DH-1250,Duron,Harmon,SS,2013,NE,"Duron Harmon, NE SS"
DH-1400,David,Harris,ILB,2007,NYJ,"David Harris, NYJ ILB"
DH-1425,De'vante,Harris,RCB,2016,NO,"De'vante Harris, NO RCB"
DH-1450,Demetrius,Harris,TE,2013,KC,"Demetrius Harris, KC TE"
DH-1700,DuJuan,Harris,RB,2011,SF,"DuJuan Harris, SF RB"
DH-1800,Dwayne,Harris,RWR,2011,NYG,"Dwayne Harris, NYG RWR"
DH-1850,Damon,Harrison,LDT,2012,NYG,"Damon Harrison, NYG LDT"
DH-1950,Donald,Hawkins,LT,2014,NYJ,"Donald Hawkins, NYJ LT"
DH-2150,D.J.,Hayden,LCB,2013,OAK,"D.J. Hayden, OAK LCB"
DH-2450,Derrick,Henry,RB,2016,TEN,"Derrick Henry, TEN RB"
DH-2700,Devin,Hester,LWR,2006,SEA,"Devin Hester, SEA LWR"
DH-2800,Darrius,Heyward-Bey,RWR,2009,PIT,"Darrius Heyward-Bey, PIT RWR"
DH-2950,Dont'a,Hightower,MLB,2012,NE,"Dont'a Hightower, NE MLB"
DH-3125,Darius,Hillary,RCB,2016,CLE,"Darius Hillary, CLE RCB"
DH-3950,DeAndre,Hopkins,LWR,2013,HOU,"DeAndre Hopkins, HOU LWR"
DH-3970,Dustin,Hopkins,PK,2013,WAS,"Dustin Hopkins, WAS PK"
DH-4000,Davon,House,LCB,2011,JAC,"Davon House, JAC LCB"
DH-4050,DeAndre,Houston-Carson,FS,2016,CHI,"DeAndre Houston-Carson, CHI FS"
DH-4550,D.J.,Humphries,RT,2015,ARI,"D.J. Humphries, ARI RT"
DH-4650,Danielle,Hunter,LDE,2015,MIN,"Danielle Hunter, MIN LDE"
DH-4900,Demontre,Hurst,SS,2013,CHI,"Demontre Hurst, CHI SS"
DI-0050,Duke,Ihenacho,SS,2012,WAS,"Duke Ihenacho, WAS SS"
DI-0075,Dontrelle,Inman,RWR,2011,SD,"Dontrelle Inman, SD RWR"
DI-0200,David,Irving,LDE,2015,DAL,"David Irving, DAL LDE"
DJ-0050,Darius,Jackson,RB,2016,CLE,"Darius Jackson, CLE RB"
DJ-0200,DeSean,Jackson,RWR,2008,WAS,"DeSean Jackson, WAS RWR"
DJ-0550,Don,Jackson,RB,2016,GB,"Don Jackson, GB RB"
DJ-0850,Darius,Jennings,LWR,2015,NYJ,"Darius Jennings, NYJ LWR"
DJ-1300,David,Johnson,TE,2009,PIT,"David Johnson, PIT TE"
DJ-1325,David,Johnson,RB,2015,ARI,"David Johnson, ARI RB"
DJ-1500,Derrick,Johnson,LILB,2005,KC,"Derrick Johnson, KC LILB"
DJ-1612,Devon,Johnson,FB,2016,CAR,"Devon Johnson, CAR FB"
DJ-1625,Devonte,Johnson,RCB,2016,PIT,"Devonte Johnson, PIT RCB"
DJ-1750,Dontae,Johnson,LCB,2014,SF,"Dontae Johnson, SF LCB"
DJ-1850,Duke,Johnson,RB,2015,CLE,"Duke Johnson, CLE RB"
DJ-2250,DaQuan,Jones,LDE,2014,TEN,"DaQuan Jones, TEN LDE"
DJ-2350,Datone,Jones,ROLB,2013,GB,"Datone Jones, GB ROLB"
DJ-2450,Deion,Jones,MLB,2016,ATL,"Deion Jones, ATL MLB"
DJ-2650,Dominique,Jones,TE,2012,MIA,"Dominique Jones, MIA TE"
DJ-2670,Don,Jones,SS,2013,HOU,"Don Jones, HOU SS"
DJ-2800,Donnie,Jones,P,2004,PHI,"Donnie Jones, PHI P"
DJ-2950,Dion,Jordan,RES,2013,MIA,"Dion Jordan, MIA RES"
DK-0350,Drew,Kaser,P,2016,SD,"Drew Kaser, SD P"
DK-0430,Dennis,Kelly,LT,2012,TEN,"Dennis Kelly, TEN LT"
DK-0465,Devon,Kennard,SLB,2014,NYG,"Devon Kennard, NYG SLB"
DK-0550,Darius,Kilgo,DT,2015,NE,"Darius Kilgo, NE DT"
DK-0600,Daniel,Kilgore,C,2011,SF,"Daniel Kilgore, SF C"
DK-0625,Derrick,Kindred,RES,2016,CLE,"Derrick Kindred, CLE RES"
DK-0650,David,King,LDE,2013,KC,"David King, KC LDE"
DK-0675,Deon,King,ILB,2016,IND,"Deon King, IND ILB"
DK-0725,Denver,Kirkland,LT,2016,OAK,"Denver Kirkland, OAK LT"
DK-0750,Dre,Kirkpatrick,LCB,2012,CIN,"Dre Kirkpatrick, CIN LCB"
DL-0137,Davonte,Lambert,LDE,2016,TB,"Davonte Lambert, TB LDE"
DL-0412,Daniel,Lasco,RB,2016,NO,"Daniel Lasco, NO RB"
DL-0418,Darius,Latham,LDT,2016,OAK,"Darius Latham, OAK LDT"
DL-0450,Demarcus,Lawrence,RDE,2014,DAL,"Demarcus Lawrence, DAL RDE"
DL-0550,Darron,Lee,ILB,2016,NYJ,"Darron Lee, NYJ ILB"
DL-1200,DeAndre,Levy,OLB,2009,DET,"DeAndre Levy, DET OLB"
DL-1650,Dezmin,Lewis,LWR,2015,BUF,"Dezmin Lewis, BUF LWR"
DL-1700,Dion,Lewis,RB,2011,NE,"Dion Lewis, NE RB"
DL-2300,Dwight,Lowery,FS,2008,SD,"Dwight Lowery, SD FS"
DL-2325,Dean,Lowry,LDE,2016,GB,"Dean Lowry, GB LDE"
DL-2337,Devin,Lucien,LWR,2016,NE,"Devin Lucien, NE LWR"
DM-0250,Dean,Marlowe,SS,2015,CAR,"Dean Marlowe, CAR SS"
DM-0450,Doug,Martin,RB,2012,TB,"Doug Martin, TB RB"
DM-0475,Danny,Mason,LOLB,2015,CHI,"Danny Mason, CHI LOLB"
DM-0550,Derrick,Mathews,LILB,2015,GB,"Derrick Mathews, GB LILB"
DM-0650,David,Mayo,WLB,2015,CAR,"David Mayo, CAR WLB"
DM-1200,Dexter,McCluster,RB,2010,SD,"Dexter McCluster, SD RB"
DM-1250,Dexter,McCoil,FS,2016,SD,"Dexter McCoil, SD FS"
DM-1300,Devin,McCourty,FS,2010,NE,"Devin McCourty, NE FS"
DM-1450,Demetrius,McCray,LCB,2013,SEA,"Demetrius McCray, SEA LCB"
DM-1475,Daniel,McCullers,NT,2014,PIT,"Daniel McCullers, PIT NT"
DM-1525,Dewey,McDonald,ROLB,2014,SEA,"Dewey McDonald, SEA ROLB"
DM-1537,Dexter,McDonald,LCB,2015,OAK,"Dexter McDonald, OAK LCB"
DM-1550,Dexter,McDougle,RCB,2014,NYJ,"Dexter McDougle, NYJ RCB"
DM-1600,Darren,McFadden,RB,2008,DAL,"Darren McFadden, DAL RB"
DM-2312,Doug,Middleton,SS,2016,NYJ,"Doug Middleton, NYJ SS"
DM-2775,Donte,Moncrief,LWR,2014,IND,"Donte Moncrief, IND LWR"
DM-2950,Damontre,Moore,RDE,2013,SEA,"Damontre Moore, SEA RDE"
DM-3550,David,Morgan,TE,2016,MIN,"David Morgan, MIN TE"
DM-3600,Derrick,Morgan,LOLB,2010,TEN,"Derrick Morgan, TEN LOLB"
DM-4015,Darryl,Morris,LCB,2013,IND,"Darryl Morris, IND LCB"
DM-4070,Deiontrez,Mount,SLB,2015,IND,"Deiontrez Mount, IND SLB"
DM-4100,Don,Muhlbach,LS,2004,DET,"Don Muhlbach, DET LS"
DM-4250,Daniel,Munyer,LG,2015,ARI,"Daniel Munyer, ARI LG"
DM-4300,DeMarco,Murray,RB,2011,TEN,"DeMarco Murray, TEN RB"
DN-0700,Derek,Newton,RT,2011,HOU,"Derek Newton, HOU RT"
DN-1050,Dadi,Nicolas,LOLB,2016,KC,"Dadi Nicolas, KC LOLB"
DN-1350,Dwayne,Norman,WLB,2016,OAK,"Dwayne Norman, OAK WLB"
DO-0050,Deji,Olatoye,RCB,2014,ATL,"Deji Olatoye, ATL RCB"
DO-0250,David,Onyemata,DT,2016,NO,"David Onyemata, NO DT"
DO-0300,Dan,Orlovsky,QB,2005,DET,"Dan Orlovsky, DET QB"
DP-0350,DeVante,Parker,LWR,2015,MIA,"DeVante Parker, MIA LWR"
DP-0356,Dennis,Parks,LWR,2016,CLE,"Dennis Parks, CLE LWR"
DP-0375,David,Parry,NT,2015,IND,"David Parry, IND NT"
DP-0900,Domata,Peko,NT,2006,CIN,"Domata Peko, CIN NT"
DP-1100,Donald,Penn,LT,2006,OAK,"Donald Penn, OAK LT"
DP-1250,Denzel,Perryman,RILB,2015,SD,"Denzel Perryman, SD RILB"
DP-1265,D.J.,Pettway,RDE,2016,NO,"D.J. Pettway, NO RDE"
DP-1268,Dashaun,Phillips,LCB,2014,WAS,"Dashaun Phillips, WAS LCB"
DP-1275,Darius,Philon,LDE,2015,SD,"Darius Philon, SD LDE"
DP-1300,Dennis,Pitta,TE,2010,BAL,"Dennis Pitta, BAL TE"
DP-1450,Dontari,Poe,NT,2012,KC,"Dontari Poe, KC NT"
DP-2012,Darius,Powe,LWR,2016,NYG,"Darius Powe, NYG LWR"
DP-2037,Dak,Prescott,QB,2016,DAL,"Dak Prescott, DAL QB"
DQ-0100,David,Quessenberry,RES,2013,HOU,"David Quessenberry, HOU RES"
DR-0450,Damarious,Randall,LCB,2015,GB,"Damarious Randall, GB LCB"
DR-0625,D.J.,Reader,NT,2016,HOU,"D.J. Reader, HOU NT"
DR-0650,Darrin,Reaves,RB,2014,KC,"Darrin Reaves, KC RB"
DR-1100,Darrelle,Revis,LCB,2007,NYJ,"Darrelle Revis, NYJ LCB"
DR-1275,Demetrius,Rhaney,C,2014,LA,"Demetrius Rhaney, LA C"
DR-1350,Denzel,Rice,RCB,2015,HOU,"Denzel Rice, HOU RCB"
DR-1450,Daryl,Richardson,RB,2012,JAC,"Daryl Richardson, JAC RB"
DR-1950,Darryl,Roberts,RCB,2015,NYJ,"Darryl Roberts, NYJ RCB"
DR-2225,Demarcus,Robinson,RWR,2016,KC,"Demarcus Robinson, KC RWR"
DR-2250,Denard,Robinson,RB,2013,JAC,"Denard Robinson, JAC RB"
DR-2800,Dominique,Rodgers-Cromartie,LCB,2008,NYG,"Dominique Rodgers-Cromartie, NYG LCB"
DS-1400,Da'Norris,Searcy,SS,2011,TEN,"Da'Norris Searcy, TEN SS"
DS-1730,DeShawn,Shead,RCB,2012,SEA,"DeShawn Shead, SEA RCB"
DS-1760,Derrick,Shelby,DT,2012,ATL,"Derrick Shelby, ATL DT"
DS-1850,Danny,Shelton,NT,2015,CLE,"Danny Shelton, CLE NT"
DS-2125,Deon,Simon,NT,2015,NYJ,"Deon Simon, NYJ NT"
DS-2170,Dion,Sims,TE,2013,MIA,"Dion Sims, MIA TE"
DS-2185,Deontae,Skinner,WLB,2014,NYG,"Deontae Skinner, NYG WLB"
DS-2200,Dan,Skuta,OLB,2009,JAC,"Dan Skuta, JAC OLB"
DS-2250,Darius,Slay,LCB,2013,DET,"Darius Slay, DET LCB"
DS-2325,DeAndre,Smelter,RWR,2015,SF,"DeAndre Smelter, SF RWR"
DS-2350,D'Joun,Smith,RCB,2015,TEN,"D'Joun Smith, TEN RCB"
DS-2700,Daryl,Smith,SLB,2004,TB,"Daryl Smith, TB SLB"
DS-2950,Derron,Smith,FS,2015,CIN,"Derron Smith, CIN FS"
DS-3031,Devin,Smith,SWR,2015,NYJ,"Devin Smith, NYJ SWR"
DS-3037,Donovan,Smith,LT,2015,TB,"Donovan Smith, TB LT"
DS-3043,Dreamius,Smith,RB,2015,PIT,"Dreamius Smith, PIT RB"
DS-3162,Daniel,Sorensen,SS,2014,KC,"Daniel Sorensen, KC SS"
DS-3175,Dezmen,Southward,SS,2014,CAR,"Dezmen Southward, CAR SS"
DS-3300,Darren,Sproles,RB,2005,PHI,"Darren Sproles, PHI RB"
DS-3350,Damion,Square,NT,2013,SD,"Damion Square, SD NT"
DS-3450,Daimion,Stafford,SS,2013,TEN,"Daimion Stafford, TEN SS"
DS-3800,Drew,Stanton,QB,2007,ARI,"Drew Stanton, ARI QB"
DS-4050,Donald,Stephenson,RT,2012,DEN,"Donald Stephenson, DEN RT"
DS-4300,Darian,Stewart,FS,2010,DEN,"Darian Stewart, DEN FS"
DS-4425,Dez,Stewart,RWR,2016,PIT,"Dez Stewart, PIT RWR"
DS-4450,Devon,Still,LDE,2012,HOU,"Devon Still, HOU LDE"
DS-4750,Devin,Street,RWR,2014,IND,"Devin Street, IND RWR"
DS-5100,Darrell,Stuckey,FS,2010,SD,"Darrell Stuckey, SD FS"
DS-5137,Damian,Swann,RCB,2015,NO,"Damian Swann, NO RCB"
DS-5150,D.J.,Swearinger,FS,2013,ARI,"D.J. Swearinger, ARI FS"
DT-0100,Darryl,Tapp,RDE,2006,NO,"Darryl Tapp, NO RDE"
DT-0150,Devin,Taylor,LDE,2013,DET,"Devin Taylor, DET LDE"
DT-0550,Dallas,Thomas,RG,2013,PHI,"Dallas Thomas, PHI RG"
DT-0850,De'Anthony,Thomas,LWR,2014,KC,"De'Anthony Thomas, KC LWR"
DT-0900,Demaryius,Thomas,LWR,2010,DEN,"Demaryius Thomas, DEN LWR"
DT-1212,Duke,Thomas,RCB,2016,DAL,"Duke Thomas, DAL RCB"
DT-1225,Darian,Thompson,FS,2016,NYG,"Darian Thompson, NYG FS"
DT-1250,Deonte,Thompson,LWR,2012,CHI,"Deonte Thompson, CHI LWR"
DT-1650,D.J.,Tialavea,TE,2014,ATL,"D.J. Tialavea, ATL TE"
DT-1950,Danny,Trevathan,RILB,2012,CHI,"Danny Trevathan, CHI RILB"
DT-1970,Desmond,Trufant,RCB,2013,ATL,"Desmond Trufant, ATL RCB"
DV-0050,Destiny,Vaeao,RDT,2016,PHI,"Destiny Vaeao, PHI RDT"
DV-0150,Dustin,Vaughan,QB,2014,BAL,"Dustin Vaughan, BAL QB"
DV-0550,Dan,Vitale,FB,2016,CLE,"Dan Vitale, CLE FB"
DW-0500,Delanie,Walker,TE,2006,TEN,"Delanie Walker, TEN TE"
DW-0675,Darren,Waller,TE,2015,BAL,"Darren Waller, BAL TE"
DW-1100,DeMarcus,Ware,WLB,2005,DEN,"DeMarcus Ware, DEN WLB"
DW-1300,Daryl,Washington,SUS,2010,ARI,"Daryl Washington, ARI SUS"
DW-1350,DeAndre,Washington,RB,2016,OAK,"DeAndre Washington, OAK RB"
DW-1550,Dwayne,Washington,RB,2016,DET,"Dwayne Washington, DET RB"
DW-1575,David,Watford,RWR,2016,PHI,"David Watford, PHI RWR"
DW-1700,Dekoda,Watson,SLB,2010,DEN,"Dekoda Watson, DEN SLB"
DW-1750,Derek,Watt,FB,2016,SD,"Derek Watt, SD FB"
DW-2250,De'Ondre,Wesley,RT,2015,BAL,"De'Ondre Wesley, BAL RT"
DW-2325,D.J.,White,LCB,2016,KC,"D.J. White, KC LCB"
DW-2600,Donte,Whitner,SS,2006,WAS,"Donte Whitner, WAS SS"
DW-3125,Damien,Williams,RB,2014,MIA,"Damien Williams, MIA RB"
DW-3200,Dan,Williams,NT,2010,OAK,"Dan Williams, OAK NT"
DW-3250,Darrell,Williams,RT,2015,LA,"Darrell Williams, LA RT"
DW-3450,Daryl,Williams,RT,2015,CAR,"Daryl Williams, CAR RT"
DW-3600,DeAngelo,Williams,RB,2006,PIT,"DeAngelo Williams, PIT RB"
DW-3650,DeShawn,Williams,RDT,2015,CIN,"DeShawn Williams, CIN RDT"
DW-3912,Dom,Williams,LWR,2016,PHI,"Dom Williams, PHI LWR"
DW-3950,Duke,Williams,FS,2013,IND,"Duke Williams, IND FS"
DW-4025,Damien,Wilson,SLB,2015,DAL,"Damien Wilson, DAL SLB"
DW-4250,Derek,Wolfe,LDE,2012,DEN,"Derek Wolfe, DEN LDE"
DW-4300,Danny,Woodhead,RB,2008,SD,"Danny Woodhead, SD RB"
DW-4750,Daryl,Worley,RCB,2016,CAR,"Daryl Worley, CAR RCB"
DW-5300,Dylan,Wynn,RDE,2015,CLE,"Dylan Wynn, CLE RDE"
DY-0050,David,Yankey,LG,2014,CAR,"David Yankey, CAR LG"
DY-0200,Darrel,Young,FB,2009,CAR,"Darrel Young, CAR FB"
EA-0550,Ezekiel,Ansah,DL,2013,DET,"Ezekiel Ansah, DET DL"
EA-0575,Eli,Apple,LCB,2016,NYG,"Eli Apple, NYG LCB"
EB-0800,Eric,Berry,SS,2010,KC,"Eric Berry, KC SS"
EB-0950,E.J.,Bibbs,TE,2015,JAC,"E.J. Bibbs, JAC TE"
EB-1275,Evan,Boehm,LG,2016,ARI,"Evan Boehm, ARI LG"
EB-1287,Elie,Bouka,LCB,2016,ARI,"Elie Bouka, ARI LCB"
