player,fname,lname,posd,start,cteam,comb_player
AH-3900,Allen,Hurns,RWR,2014,JAC,"Allen Hurns, JAC RWR"
AJ-0350,Asa,Jackson,LCB,2012,DET,"Asa Jackson, DET LCB"
AJ-0375,Andy,Janovich,FB,2016,DEN,"Andy Janovich, DEN FB"
AJ-0430,Alshon,Jeffery,LWR,2012,CHI,"Alshon Jeffery, CHI LWR"
AJ-1050,Anthony,Johnson,LDE,2014,NYJ,"Anthony Johnson, NYJ LDE"
AJ-1125,Austin,Johnson,RB,2012,TB,"Austin Johnson, TB RB"
AJ-1137,Austin,Johnson,NT,2016,TEN,"Austin Johnson, TEN NT"
AJ-1150,Abry,Jones,DT,2013,JAC,"Abry Jones, JAC DT"
AJ-1200,Adam,Jones,RCB,2005,CIN,"Adam Jones, CIN RCB"
AJ-1450,Andy,Jones,RWR,2016,DAL,"Andy Jones, DAL RWR"
AJ-1500,Arthur,Jones,DT,2010,IND,"Arthur Jones, IND DT"
AK-0350,Akeem,King,FS,2015,ATL,"Akeem King, ATL FS"
AK-0650,A.J.,Klein,SLB,2013,CAR,"A.J. Klein, CAR SLB"
AK-0950,Arie,Kouandjio,RG,2015,WAS,"Arie Kouandjio, WAS RG"
AL-0325,Anthony,Lanier,LDE,2016,WAS,"Anthony Lanier, WAS LDE"
AL-0500,Andy,Lee,P,2004,CAR,"Andy Lee, CAR P"
AL-0650,Anthony,Levine,ILB,2010,BAL,"Anthony Levine, BAL ILB"
AL-0700,Andy,Levitre,LG,2009,ATL,"Andy Levitre, ATL LG"
AL-0850,Alex,Lewis,LG,2016,BAL,"Alex Lewis, BAL LG"
AL-1100,Andrew,Luck,QB,2012,IND,"Andrew Luck, IND QB"
AL-1200,Aaron,Lynch,ROLB,2014,SF,"Aaron Lynch, SF ROLB"
AM-0050,Ashaad,Mabry,DT,2015,NO,"Ashaad Mabry, NO DT"
AM-0100,Alex,Mack,C,2009,ATL,"Alex Mack, ATL C"
AM-0750,Ali,Marpet,RG,2015,TB,"Ali Marpet, TB RG"
AM-1125,Alex,McCalister,SLB,2016,PHI,"Alex McCalister, PHI SLB"
AM-1150,A.J.,McCarron,QB,2014,CIN,"A.J. McCarron, CIN QB"
AM-1200,Albert,McClellan,SLB,2010,BAL,"Albert McClellan, BAL SLB"
AM-1425,Adrian,McDonald,SS,2016,SD,"Adrian McDonald, SD SS"
AM-1950,Arthur,Miley,LDE,2015,MIA,"Arthur Miley, MIA LDE"
AM-2300,Arthur,Moats,LOLB,2010,PIT,"Arthur Moats, PIT LOLB"
AM-2850,Alfred,Morris,RB,2012,DAL,"Alfred Morris, DAL RB"
AM-2950,Antonio,Morrison,ILB,2016,IND,"Antonio Morrison, IND ILB"
AM-3050,Andy,Mulumba,SLB,2013,OAK,"Andy Mulumba, OAK SLB"
AN-0050,Aaron,Neary,LG,2016,PHI,"Aaron Neary, PHI LG"
AN-0400,Andrew,Norwell,LG,2014,CAR,"Andrew Norwell, CAR LG"
AO-0250,Alec,Ogletree,MLB,2013,LA,"Alec Ogletree, LA MLB"
AO-0370,Alex,Okafor,SAM,2013,ARI,"Alex Okafor, ARI SAM"
AP-0370,Austin,Pasztor,RT,2012,CLE,"Austin Pasztor, CLE RT"
AP-0450,Andrus,Peat,LG,2015,NO,"Andrus Peat, NO LG"
AP-0700,Adrian,Peterson,RB,2007,MIN,"Adrian Peterson, MIN RB"
AP-1050,Adrian,Phillips,SS,2014,SD,"Adrian Phillips, SD SS"
AR-0325,Adam,Redmond,RG,2016,IND,"Adam Redmond, IND RG"
AR-0350,Alex,Redmond,RG,2016,CIN,"Alex Redmond, CIN RG"
AR-0625,Austin,Reiter,C,2015,CLE,"Austin Reiter, CLE C"
AR-0875,Aaron,Ripkowski,FB,2015,GB,"Aaron Ripkowski, GB FB"
AR-1100,Andre,Roberts,RWR,2010,DET,"Andre Roberts, DET RWR"
AR-1115,A'Shawn,Robinson,LDT,2016,DET,"A'Shawn Robinson, DET LDT"
AR-1200,Aldrick,Robinson,RWR,2011,ATL,"Aldrick Robinson, ATL RWR"
AR-1250,Allen,Robinson,LWR,2014,JAC,"Allen Robinson, JAC LWR"
AR-1300,Aaron,Rodgers,QB,2005,GB,"Aaron Rodgers, GB QB"
AR-1450,Aldrick,Rosas,PK,2016,NYG,"Aldrick Rosas, NYG PK"
AR-2000,Ahtyba,Rubin,LDT,2008,SEA,"Ahtyba Rubin, SEA LDT"
AR-2050,Alonzo,Russell,LWR,2016,CIN,"Alonzo Russell, CIN LWR"
AS-0550,Austin,Seferian-Jenkins,TE,2014,NYJ,"Austin Seferian-Jenkins, NYJ TE"
AS-0600,Andrew,Sendejo,SS,2010,MIN,"Andrew Sendejo, MIN SS"
AS-0750,Al-Hajj,Shabazz,RCB,2015,PIT,"Al-Hajj Shabazz, PIT RCB"
AS-0850,Austin,Shepherd,RG,2015,MIN,"Austin Shepherd, MIN RG"
AS-0900,Anthony,Sherman,FB,2011,KC,"Anthony Sherman, KC FB"
AS-0920,A.Q.,Shipley,C,2009,ARI,"A.Q. Shipley, ARI C"
AS-0930,Aziz,Shittu,RDE,2016,PHI,"Aziz Shittu, PHI RDE"
AS-0940,Amini,Silatolu,LG,2012,CAR,"Amini Silatolu, CAR LG"
AS-1500,Aldon,Smith,SUS,2011,OAK,"Aldon Smith, OAK SUS"
AS-1600,Alex,Smith,QB,2005,KC,"Alex Smith, KC QB"
AS-2000,Andre,Smith,RT,2009,MIN,"Andre Smith, MIN RT"
AS-2300,Antone,Smith,RB,2009,TB,"Antone Smith, TB RB"
AS-2400,Antonio,Smith,RDE,2004,HOU,"Antonio Smith, HOU RDE"
AS-3050,Akeem,Spence,RDT,2013,TB,"Akeem Spence, TB RDT"
AS-3450,Anthony,Steen,LG,2014,MIA,"Anthony Steen, MIA LG"
AT-0100,Aqib,Talib,LCB,2008,DEN,"Aqib Talib, DEN LCB"
AT-0160,Alex,Tanney,QB,2012,TEN,"Alex Tanney, TEN QB"
AT-0350,Adam,Thielen,LWR,2013,MIN,"Adam Thielen, MIN LWR"
AT-0750,Andrew,Tiller,RG,2012,SF,"Andrew Tiller, SF RG"
AT-1075,Austin,Traylor,TE,2016,DEN,"Austin Traylor, DEN TE"
AT-1300,Andrew,Turzilli,RWR,2015,DET,"Andrew Turzilli, DET RWR"
AU-0200,Arturo,Uzdavinis,LT,2016,JAC,"Arturo Uzdavinis, JAC LT"
AV-0300,Alterraun,Verner,LCB,2010,TB,"Alterraun Verner, TB LCB"
AV-0350,Alejandro,Villanueva,LT,2014,PIT,"Alejandro Villanueva, PIT LT"
AV-0400,Adam,Vinatieri,PK,1996,IND,"Adam Vinatieri, IND PK"
AW-0275,Aaron,Wallace,LOLB,2016,TEN,"Aaron Wallace, TEN LOLB"
AW-0550,Adolphus,Washington,DE,2016,BUF,"Adolphus Washington, BUF DE"
AW-1100,Andrew,Whitworth,LT,2006,CIN,"Andrew Whitworth, CIN LT"
AW-1200,Aaron,Williams,SS,2011,BUF,"Aaron Williams, BUF SS"
AW-1350,Andre,Williams,RB,2014,SD,"Andre Williams, SD RB"
AW-1412,Antwione,Williams,OLB,2016,DET,"Antwione Williams, DET OLB"
AW-1437,Andrew,Williamson,SS,2016,IND,"Andrew Williamson, IND SS"
AW-1450,Avery,Williamson,RILB,2014,TEN,"Avery Williamson, TEN RILB"
AW-1650,Albert,Wilson,RWR,2014,KC,"Albert Wilson, KC RWR"
AW-1900,Al,Woods,NT,2010,TEN,"Al Woods, TEN NT"
AW-1950,Antwaun,Woods,NT,2016,TEN,"Antwaun Woods, TEN NT"
AY-0300,Avery,Young,RES,2016,NO,"Avery Young, NO RES"
AZ-0200,Anthony,Zettel,RDE,2016,DET,"Anthony Zettel, DET RDE"
BA-0125,Bralon,Addison,RWR,2016,CHI,"Bralon Addison, CHI RWR"
BA-0200,Branden,Albert,LT,2008,MIA,"Branden Albert, MIA LT"
BA-0250,Bryson,Albright,SLB,2016,CIN,"Bryson Albright, CIN SLB"
BA-0350,Beau,Allen,LDT,2014,PHI,"Beau Allen, PHI LDT"
BA-0375,Brandon,Allen,QB,2016,JAC,"Brandon Allen, JAC QB"
BA-0850,Bryan,Anger,P,2012,TB,"Bryan Anger, TB P"
BA-0862,Blake,Annen,TE,2014,BUF,"Blake Annen, BUF TE"
BB-1550,Blake,Bell,TE,2015,SF,"Blake Bell, SF TE"
BB-1600,Byron,Bell,RT,2011,TEN,"Byron Bell, TEN RT"
BB-1750,Bene,Benwikere,LCB,2014,CIN,"Bene Benwikere, CIN LCB"
BB-2050,Brenton,Bersin,LWR,2012,CAR,"Brenton Bersin, CAR LWR"
BB-2075,Brennen,Beyer,ILB,2015,BAL,"Brennen Beyer, BAL ILB"
BB-2225,Brian,Blechen,WLB,2015,CAR,"Brian Blechen, CAR WLB"
BB-2231,Briean,Boddy-Calhoun,LCB,2016,CLE,"Briean Boddy-Calhoun, CLE LCB"
BB-2250,Brandon,Bolden,RB,2012,NE,"Brandon Bolden, NE RB"
BB-2425,Blake,Bortles,QB,2014,JAC,"Blake Bortles, JAC QB"
BB-2450,Brandon,Bostick,TE,2012,NYJ,"Brandon Bostick, NYJ TE"
BB-2475,Braedon,Bowman,TE,2016,NYJ,"Braedon Bowman, NYJ TE"
BB-2530,Brandon,Boykin,LCB,2012,CHI,"Brandon Boykin, CHI LCB"
BB-2545,Brett,Boyko,RT,2015,SD,"Brett Boyko, SD RT"
BB-2600,Bryan,Braman,RDE,2011,PHI,"Bryan Braman, PHI RDE"
BB-2712,Ben,Braunecker,TE,2016,CHI,"Ben Braunecker, CHI TE"
BB-2725,Bashaud,Breeland,LCB,2014,WAS,"Bashaud Breeland, WAS LCB"
BB-2750,Beau,Brinkley,LS,2012,TEN,"Beau Brinkley, TEN LS"
BB-3230,Brandon,Brooks,RG,2012,PHI,"Brandon Brooks, PHI RG"
BB-3375,Brandon,Brown-Dukes,RB,2016,PIT,"Brandon Brown-Dukes, PIT RB"
BB-3550,Brandin,Bryant,RDE,2016,NYJ,"Brandin Bryant, NYJ RDE"
BB-3700,Bryan,Bulaga,RT,2010,GB,"Bryan Bulaga, GB RT"
BB-3850,Brandon,Burks,RB,2016,NYJ,"Brandon Burks, NYJ RB"
BB-4100,Brice,Butler,LWR,2013,DAL,"Brice Butler, DAL LWR"
BC-0150,Bryce,Callahan,RCB,2015,CHI,"Bryce Callahan, CHI RCB"
BC-0500,Brandon,Carr,LCB,2008,DAL,"Brandon Carr, DAL LCB"
BC-0600,Bruce,Carter,ILB,2011,NYJ,"Bruce Carter, NYJ ILB"
BC-0700,Brent,Celek,TE,2007,PHI,"Brent Celek, PHI TE"
BC-1150,Brandon,Chubb,MLB,2016,DET,"Brandon Chubb, DET MLB"
BC-1200,Barry,Church,SS,2010,DAL,"Barry Church, DAL SS"
BC-1475,Blaine,Clausell,RT,2015,CAR,"Blaine Clausell, CAR RT"
BC-1850,Brandon,Coleman,LWR,2014,NO,"Brandon Coleman, NO LWR"
BC-2000,Britton,Colquitt,P,2009,CLE,"Britton Colquitt, CLE P"
BC-2325,Brandin,Cooks,RWR,2014,NO,"Brandin Cooks, NO RWR"
BC-2350,Brandon,Copeland,LDE,2013,DET,"Brandon Copeland, DET LDE"
BC-2550,Brandon,Cottom,TE,2015,SEA,"Brandon Cottom, SEA TE"
BC-2575,Blake,Countess,RCB,2016,LA,"Blake Countess, LA RCB"
BC-2750,Brock,Coyle,MLB,2014,SEA,"Brock Coyle, SEA MLB"
BC-3070,Benny,Cunningham,RB,2013,LA,"Benny Cunningham, LA RB"
BC-3100,Brian,Cushing,LILB,2009,HOU,"Brian Cushing, HOU LILB"
BD-0150,B.J.,Daniels,LWR,2013,ATL,"B.J. Daniels, ATL LWR"
BD-0950,Brandon,Dixon,LCB,2014,PIT,"Brandon Dixon, PIT LCB"
BD-1025,Brandon,Doughty,QB,2016,MIA,"Brandon Doughty, MIA QB"
BD-1050,B.J.,Dubose,LDE,2015,MIN,"B.J. Dubose, MIN LDE"
BD-1100,Brandon,Dunn,RDE,2014,HOU,"Brandon Dunn, HOU RDE"
BD-1200,Bud,Dupree,LOLB,2015,PIT,"Bud Dupree, PIT LOLB"
BE-0150,Ben,Edwards,LWR,2015,NYG,"Ben Edwards, NYG LWR"
BE-0350,Bruce,Ellington,LWR,2014,SF,"Bruce Ellington, SF LWR"
BF-0450,B.J.,Finney,LG,2015,PIT,"B.J. Finney, PIT LG"
BF-0800,Brandon,Flowers,LCB,2008,SD,"Brandon Flowers, SD LCB"
BF-0950,Bennie,Fowler,LWR,2014,DEN,"Bennie Fowler, DEN LWR"
BG-0100,Blaine,Gabbert,QB,2011,SF,"Blaine Gabbert, SF QB"
BG-0250,Ben,Garland,C,2010,ATL,"Ben Garland, ATL C"
BG-0500,Breno,Giacomini,RT,2008,NYJ,"Breno Giacomini, NYJ RT"
BG-0750,Brittan,Golden,RWR,2012,ARI,"Brittan Golden, ARI RWR"
BG-0800,Brett,Goode,LS,2007,GB,"Brett Goode, GB LS"
BG-0850,B.J.,Goodson,MLB,2016,NYG,"B.J. Goodson, NYG MLB"
BG-0950,Ben,Gottschalk,C,2014,TB,"Ben Gottschalk, TB C"
BG-1200,Brandon,Graham,RDE,2010,PHI,"Brandon Graham, PHI RDE"
BG-2100,Brent,Grimes,RCB,2006,TB,"Brent Grimes, TB RCB"
BH-0050,Bryce,Hager,MLB,2015,LA,"Bryce Hager, LA MLB"
BH-0750,Bobby,Hart,RG,2015,NYG,"Bobby Hart, NYG RG"
BH-1110,Ben,Heeney,MLB,2015,OAK,"Ben Heeney, OAK MLB"
BH-1115,Brock,Hekking,LOLB,2015,SD,"Brock Hekking, SD LOLB"
BH-1250,Bronson,Hill,RB,2015,JAC,"Bronson Hill, JAC RB"
BH-1900,Brian,Hoyer,QB,2009,CHI,"Brian Hoyer, CHI QB"
BH-2300,Brett,Hundley,QB,2015,GB,"Brett Hundley, GB QB"
BI-0100,Ben,Ijalana,LT,2011,NYJ,"Ben Ijalana, NYJ LT"
BI-0150,Bruce,Irvin,SLB,2012,OAK,"Bruce Irvin, OAK SLB"
BJ-0250,Branden,Jackson,RDE,2016,OAK,"Branden Jackson, OAK RDE"
BJ-0500,Ben,Jacobs,MLB,2011,CAR,"Ben Jacobs, CAR MLB"
BJ-1950,Ben,Jones,C,2012,TEN,"Ben Jones, TEN C"
BJ-2250,Brett,Jones,C,2015,NYG,"Brett Jones, NYG C"
BJ-2350,Byron,Jones,FS,2015,DAL,"Byron Jones, DAL FS"
BK-0150,Bronson,Kaufusi,DE,2016,BAL,"Bronson Kaufusi, BAL DE"
BK-0175,Bryson,Keeton,LCB,2016,NYJ,"Bryson Keeton, NYJ LCB"
BK-0700,Brett,Kern,P,2008,TEN,"Brett Kern, TEN P"
BK-0950,Brandon,King,FS,2015,NE,"Brandon King, NE FS"
