player,fname,lname,posd,start,cteam,comb_player
JF-3100,Josh,Freeman,INA,2009,INA,Josh Freeman
JF-3150,Jonathan,Freeny,WLB,2011,NE,Jonathan Freeny
JF-3200,John,Friesz,INA,1990,INA,John Friesz
JF-3300,Jamaal,Fudge,INA,2006,INA,Jamaal Fudge
JF-3400,Jeff,Fuller,INA,2012,INA,Jeff Fuller
JF-3450,John,Fullington,LG,2014,NO,John Fullington
JF-3500,Josh,Furman,INA,2015,INA,Josh Furman
JG-0100,Jabar,Gaffney,INA,2002,INA,Jabar Gaffney
JG-0200,Justin,Gage,INA,2003,INA,Justin Gage
JG-0250,Jimmy,Gaines,INA,2014,INA,Jimmy Gaines
JG-0300,Jared,Gaither,INA,2007,INA,Jared Gaither
JG-0400,Junior,Galette,RES,2010,WAS,Junior Galette
JG-0450,Jeremy,Gallon,INA,2014,INA,Jeremy Gallon
JG-0500,Joey,Galloway,INA,1995,INA,Joey Galloway
JG-0525,Jack,Gangwish,INA,2016,INA,Jack Gangwish
JG-0550,Jake,Ganus,INA,2016,INA,Jake Ganus
JG-0600,Jeff,Garcia,INA,1999,INA,Jeff Garcia
JG-0625,Joshua,Garnett,RG,2016,SF,Joshua Garnett
JG-0650,Jimmy,Garoppolo,QB,2014,NE,Jimmy Garoppolo
JG-0700,Jason,Garrett,INA,1993,INA,Jason Garrett
JG-0800,Josh,Gattis,INA,2007,INA,Josh Gattis
JG-0850,Jordan,Gay,INA,2013,INA,Jordan Gay
JG-0875,James,Gayle,INA,2014,INA,James Gayle
JG-0900,Justin,Geisinger,INA,2006,INA,Justin Geisinger
JG-1000,Jeff,George,INA,1990,INA,Jeff George
JG-1050,Jeremiah,George,MLB,2014,DAL,Jeremiah George
JG-1100,Jammi,German,INA,1998,INA,Jammi German
JG-1200,Jarron,Gilbert,INA,2009,INA,Jarron Gilbert
JG-1250,Justin,Gilbert,INA,2014,INA,Justin Gilbert
JG-1300,Jason,Gildon,INA,1994,INA,Jason Gildon
JG-1400,John,Gill,INA,2009,INA,John Gill
JG-1500,John,Gilmore,INA,2002,INA,John Gilmore
JG-1550,Jacoby,Glenn,RCB,2015,CHI,Jacoby Glenn
JG-1600,Jason,Glenn,INA,2001,INA,Jason Glenn
JG-1700,Junior,Glymph,INA,2004,INA,Junior Glymph
JG-1800,Jonathan,Goddard,INA,2005,INA,Jonathan Goddard
JG-1850,Jared,Goff,QB,2016,LA,Jared Goff
JG-1900,Jonathan,Goff,INA,2008,INA,Jonathan Goff
JG-2000,Jack,Golden,INA,2000,INA,Jack Golden
JG-2050,Jamal,Golden,INA,2016,INA,Jamal Golden
JG-2100,Joaquin,Gonzalez,INA,2002,INA,Joaquin Gonzalez
JG-2200,Jeff,Gooch,INA,1996,INA,Jeff Gooch
JG-2300,Joey,Goodspeed,INA,2002,INA,Joey Goodspeed
JG-2400,Jonathan,Goodwin,INA,2002,INA,Jonathan Goodwin
JG-2450,Josh,Gordon,SUS,2012,CLE,Josh Gordon
JG-2500,Josh,Gordy,INA,2010,INA,Josh Gordy
JG-2600,Jason,Goss,INA,2003,INA,Jason Goss
JG-2650,Jarrett,Grace,INA,2016,INA,Jarrett Grace
JG-2700,Jay,Graham,INA,1997,INA,Jay Graham
JG-2800,Jeff,Graham,INA,1991,INA,Jeff Graham
JG-2900,Jimmy,Graham,TE,2010,SEA,Jimmy Graham
JG-2950,Jakeem,Grant,SWR,2016,MIA,Jakeem Grant
JG-3000,Jeff,Grau,INA,2002,INA,Jeff Grau
JG-3050,Jonas,Gray,INA,2012,INA,Jonas Gray
JG-3100,John,Greco,RG,2008,CLE,John Greco
JG-3200,Jacquez,Green,INA,1998,INA,Jacquez Green
JG-3300,Jamaal,Green,INA,2004,INA,Jamaal Green
JG-3350,Jared,Green,INA,2012,INA,Jared Green
JG-3400,Jarvis,Green,INA,2002,INA,Jarvis Green
JG-3450,Jonte,Green,INA,2012,INA,Jonte Green
JG-3500,Justin,Green,INA,2005,INA,Justin Green
JG-3550,Justin,Green,INA,2013,INA,Justin Green
JG-3600,Jabari,Greer,INA,2004,INA,Jabari Greer
JG-3700,Jermaine,Gresham,TE,2010,ARI,Jermaine Gresham
JG-3750,John,Griffin,INA,2012,INA,John Griffin
JG-3800,Justin,Griffith,INA,2003,INA,Justin Griffith
JG-3850,Jonathan,Grimes,RB,2012,HOU,Jonathan Grimes
JG-3900,Jordan,Gross,INA,2003,INA,Jordan Gross
JG-4000,Jake,Grove,INA,2004,INA,Jake Grove
JG-4100,Jose,Gumbs,INA,2012,INA,Jose Gumbs
JH-0100,Joe,Haden,LCB,2010,CLE,Joe Haden
JH-0106,Joe,Haeg,RT,2016,IND,Joe Haeg
JH-0112,Jacob,Hagen,FS,2015,PIT,Jacob Hagen
JH-0125,Jarred,Haggins,INA,2015,INA,Jarred Haggins
JH-0150,Jon,Halapio,LG,2014,NYG,Jon Halapio
JH-0175,Joel,Hale,INA,2016,INA,Joel Hale
JH-0200,Jermaine,Haley,INA,2000,INA,Jermaine Haley
JH-0300,James,Hall,INA,2000,INA,James Hall
JH-0400,Jeff,Hall,INA,2000,INA,Jeff Hall
JH-0450,Jimmy,Hall,ROLB,2015,KC,Jimmy Hall
JH-0500,John,Hall,INA,1997,INA,John Hall
JH-0525,Justin,Halley,INA,2015,INA,Justin Halley
JH-0550,Jakar,Hamilton,INA,2013,INA,Jakar Hamilton
JH-0600,Joe,Hamilton,INA,2000,INA,Joe Hamilton
JH-0700,Justin,Hamilton,INA,2006,INA,Justin Hamilton
JH-0750,Justin,Hamilton,LDT,2015,PHI,Justin Hamilton
JH-0775,Je'Ron,Hamm,TE,2014,SF,Je'Ron Hamm
JH-0800,Jermaine,Hampton,INA,2001,INA,Jermaine Hampton
JH-0830,Jewel,Hampton,INA,2012,INA,Jewel Hampton
JH-0840,Johnathan,Hankins,RDT,2013,NYG,Johnathan Hankins
JH-0860,James,Hanna,RES,2012,DAL,James Hanna
JH-0880,Joe,Hansley,INA,2016,INA,Joe Hansley
JH-0900,Jason,Hanson,INA,1992,INA,Jason Hanson
JH-1000,Joselio,Hanson,INA,2004,INA,Joselio Hanson
JH-1100,Jim,Harbaugh,INA,1987,INA,Jim Harbaugh
JH-1200,James,Hardy,INA,2008,INA,James Hardy
JH-1300,Jermaine,Hardy,INA,2005,INA,Jermaine Hardy
JH-1350,Justin,Hardy,LWR,2015,ATL,Justin Hardy
JH-1375,Javon,Hargrave,NT,2016,PIT,Javon Hargrave
JH-1400,Jamie,Harper,INA,2011,INA,Jamie Harper
JH-1450,Josh,Harper,INA,2015,INA,Josh Harper
JH-1500,Justin,Harper,INA,2009,INA,Justin Harper
JH-1600,Justin,Harrell,INA,2007,INA,Justin Harrell
JH-1700,Joey,Harrington,INA,2002,INA,Joey Harrington
JH-1800,Jackie,Harris,INA,1990,INA,Jackie Harris
JH-1850,Jeremy,Harris,INA,2013,INA,Jeremy Harris
JH-1875,Jerrell,Harris,INA,2012,INA,Jerrell Harris
JH-1900,Joey,Harris,INA,2004,INA,Joey Harris
JH-1950,John,Harris,INA,2015,INA,John Harris
JH-2000,Johnnie,Harris,INA,1999,INA,Johnnie Harris
JH-2050,Josh,Harris,LS,2012,ATL,Josh Harris
JH-2075,Josh,Harris,INA,2014,INA,Josh Harris
JH-2100,James,Harrison,ROLB,2002,PIT,James Harrison
JH-2150,Jarvis,Harrison,RG,2015,TB,Jarvis Harrison
JH-2200,Jerome,Harrison,INA,2006,INA,Jerome Harrison
JH-2250,Jonotthan,Harrison,LG,2014,IND,Jonotthan Harrison
JH-2300,Jeff,Hartings,INA,1996,INA,Jeff Hartings
JH-2400,Justin,Hartwig,INA,2002,INA,Justin Hartwig
JH-2500,Joe,Hastings,INA,2011,INA,Joe Hastings
JH-2600,James,Hasty,INA,1988,INA,James Hasty
JH-2700,Jeff,Hatch,INA,2003,INA,Jeff Hatch
JH-2800,Jason,Hatcher,INA,2006,INA,Jason Hatcher
JH-2850,Jerald,Hawkins,LG,2016,PIT,Jerald Hawkins
JH-2875,Josh,Hawkins,LCB,2016,GB,Josh Hawkins
JH-2900,Joe,Hawley,C,2010,TB,Joe Hawley
JH-3000,Jovan,Haye,INA,2005,INA,Jovan Haye
JH-3050,Jarryd,Hayne,INA,2015,INA,Jarryd Hayne
JH-3100,Joey,Haynos,INA,2008,INA,Joey Haynos
JH-3200,Jeff,Hazuga,INA,2001,INA,Jeff Hazuga
JH-3205,Jake,Heaps,INA,2015,INA,Jake Heaps
JH-3210,Jeff,Heath,FS,2013,DAL,Jeff Heath
JH-3220,Joel,Heath,LDE,2016,HOU,Joel Heath
JH-3230,Johnny,Hekker,P,2012,LA,Johnny Hekker
JH-3260,Junior,Hemingway,INA,2012,INA,Junior Hemingway
JH-3300,Jamie,Henderson,INA,2001,INA,Jamie Henderson
JH-3400,John,Henderson,INA,2002,INA,John Henderson
JH-3450,Javontee,Herndon,LWR,2014,SD,Javontee Herndon
JH-3500,Jimmy,Herndon,INA,1997,INA,Jimmy Herndon
JH-3600,Jacob,Hester,INA,2008,INA,Jacob Hester
JH-3625,Jeff,Heuerman,TE,2015,DEN,Jeff Heuerman
JH-3650,Justin,Hickman,INA,2012,INA,Justin Hickman
JH-3675,Jordan,Hicks,MLB,2015,PHI,Jordan Hicks
JH-3700,Johnnie Lee,Higgins,INA,2007,INA,Johnnie Lee Higgins
JH-3800,Jon,Hilbert,INA,2001,INA,Jon Hilbert
JH-3900,James,Hill,INA,2000,INA,James Hill
JH-4000,Jason,Hill,INA,2007,INA,Jason Hill
JH-4025,Jeremy,Hill,RB,2014,CIN,Jeremy Hill
JH-4050,Jordan,Hill,DT,2013,JAC,Jordan Hill
JH-4070,Josh,Hill,TE,2013,NO,Josh Hill
JH-4100,Jason,Hilliard,INA,2004,INA,Jason Hilliard
JH-4200,John,Hilliard,INA,2000,INA,John Hilliard
JH-4300,Jermale,Hines,INA,2011,INA,Jermale Hines
JH-4400,Jimmy,Hitchcock,INA,1995,INA,Jimmy Hitchcock
JH-4500,James,Hodgins,INA,1999,INA,James Hodgins
JH-4600,John,Holecek,INA,1995,INA,John Holecek
JH-4700,Johnathan,Holland,INA,2007,INA,Johnathan Holland
JH-4800,Jesse,Holley,INA,2010,INA,Jesse Holley
JH-4900,Jabari,Holloway,INA,2002,INA,Jabari Holloway
JH-5000,Jaret,Holmes,INA,1999,INA,Jaret Holmes
JH-5100,James,Holt,INA,2009,INA,James Holt
JH-5125,Johnny,Holton,RWR,2016,OAK,Johnny Holton
JH-5150,J.P.,Holtz,TE,2016,CLE,J.P. Holtz
JH-5200,Joe,Horn,INA,1996,INA,Joe Horn
JH-5300,Jeremy,Horne,INA,2010,INA,Jeremy Horne
JH-5400,Jason,Horton,INA,2004,INA,Jason Horton
JH-5450,Jayron,Hosley,INA,2012,INA,Jayron Hosley
JH-5500,Justin,Houston,LOLB,2011,KC,Justin Houston
JH-5550,Jaye,Howard,LDE,2012,KC,Jaye Howard
JH-5575,Jordan,Howard,RB,2016,CHI,Jordan Howard
JH-5600,John,Howell,INA,2001,INA,John Howell
JH-5650,Julian,Howsare,RDE,2015,NYJ,Julian Howsare
JH-5700,John,Hudson,INA,1991,INA,John Hudson
JH-5750,Josh,Huff,LWR,2014,TB,Josh Huff
JH-5800,Johnny,Huggins,INA,2001,INA,Johnny Huggins
JH-5850,Jay,Hughes,INA,2015,INA,Jay Hughes
JH-5900,Jerry,Hughes,OLB,2010,BUF,Jerry Hughes
JH-5950,John,Hughes,RDT,2012,TB,John Hughes
JH-6000,Josh,Hull,INA,2010,INA,Josh Hull
JH-6050,Jimmie,Hunt,INA,2015,INA,Jimmie Hunt
JH-6075,Joey,Hunt,C,2016,SEA,Joey Hunt
JH-6100,Jason,Hunter,INA,2006,INA,Jason Hunter
JH-6200,Javin,Hunter,INA,2002,INA,Javin Hunter
JH-6300,Jeremiha,Hunter,INA,2011,INA,Jeremiha Hunter
JH-6400,Justin,Hunter,RWR,2013,BUF,Justin Hunter
JH-6500,James,Hurst,LT,2014,BAL,James Hurst
JI-0100,Juaquin,Iglesias,INA,2009,INA,Juaquin Iglesias
JI-0200,James,Ihedigbo,SS,2007,BUF,James Ihedigbo
JI-0300,Jack,Ikegwuonu,INA,2009,INA,Jack Ikegwuonu
JI-0400,Jake,Ingram,INA,2009,INA,Jake Ingram
JI-0500,Johnathan,Ingram,INA,2005,INA,Johnathan Ingram
JI-0600,Junior,Ioane,INA,2001,INA,Junior Ioane
JI-0650,Joey,Iosefa,INA,2015,INA,Joey Iosefa
JI-0700,Jasen,Isom,INA,2003,INA,Jasen Isom
JI-0800,Jabari,Issa,INA,2000,INA,Jabari Issa
JJ-0100,Jamaal,Jackson,INA,2005,INA,Jamaal Jackson
JJ-0200,James,Jackson,INA,2001,INA,James Jackson
JJ-0300,Jarious,Jackson,INA,2000,INA,Jarious Jackson
JJ-0350,Jerrell,Jackson,INA,2012,INA,Jerrell Jackson
JJ-0400,John,Jackson,INA,1988,INA,John Jackson
JJ-0500,Jonathan,Jackson,INA,2001,INA,Jonathan Jackson
JJ-0550,Justin,Jackson,INA,2014,INA,Justin Jackson
JJ-0600,Javarris,James,INA,2010,INA,Javarris James
JJ-0650,Ja'Wuan,James,RT,2014,MIA,Ja'Wuan James
JJ-0700,Jeno,James,INA,2000,INA,Jeno James
JJ-0725,Jesse,James,TE,2015,PIT,Jesse James
JJ-0737,Josh,James,INA,2016,INA,Josh James
JJ-0750,Jawan,Jamison,INA,2013,INA,Jawan Jamison
JJ-0775,Jeff,Janis,LWR,2014,GB,Jeff Janis
JJ-0800,J.J.,Jansen,LS,2008,CAR,J.J. Jansen
JJ-0900,Jon,Jansen,INA,1999,INA,Jon Jansen
JJ-1000,Jeremy,Jarmon,INA,2009,INA,Jeremy Jarmon
JJ-1100,Jaiquawn,Jarrett,INA,2011,INA,Jaiquawn Jarrett
JJ-1125,Jimmy,Jean,INA,2015,INA,Jimmy Jean
JJ-1150,Jackson,Jeffcoat,INA,2014,INA,Jackson Jeffcoat
JJ-1200,Jason,Jefferson,INA,2005,INA,Jason Jefferson
JJ-1300,Joseph,Jefferson,INA,2002,INA,Joseph Jefferson
JJ-1400,J.R.,Jenkins,INA,2002,INA,J.R. Jenkins
JJ-1500,James,Jenkins,INA,1991,INA,James Jenkins
JJ-1550,Janoris,Jenkins,RCB,2012,NYG,Janoris Jenkins
JJ-1600,Jarvis,Jenkins,RDE,2011,KC,Jarvis Jenkins
JJ-1620,Jelani,Jenkins,WLB,2013,MIA,Jelani Jenkins
JJ-1650,John,Jenkins,LDT,2013,SEA,John Jenkins
JJ-1675,Jordan,Jenkins,OLB,2016,NYJ,Jordan Jenkins
JJ-1700,Julian,Jenkins,INA,2006,INA,Julian Jenkins
JJ-1800,Justin,Jenkins,INA,2007,INA,Justin Jenkins
JJ-1900,Jonas,Jennings,INA,2001,INA,Jonas Jennings
JJ-2000,Jerrel,Jernigan,INA,2011,INA,Jerrel Jernigan
JJ-2100,John,Jerry,RG,2010,NYG,John Jerry
JJ-2200,James,Jett,INA,1993,INA,James Jett
JJ-2300,John,Jett,INA,1993,INA,John Jett
JJ-2400,J.J.,Johnson,INA,1999,INA,J.J. Johnson
JJ-2500,J.R.,Johnson,INA,2002,INA,J.R. Johnson
JJ-2550,Jamel,Johnson,LWR,2015,SEA,Jamel Johnson
JJ-2600,James,Johnson,INA,2008,INA,James Johnson
JJ-2650,James-Michael,Johnson,INA,2012,INA,James-Michael Johnson
JJ-2700,Jarret,Johnson,INA,2003,INA,Jarret Johnson
JJ-2800,Jaymar,Johnson,INA,2009,INA,Jaymar Johnson
JJ-2900,Jeremi,Johnson,INA,2003,INA,Jeremi Johnson
JJ-3000,Jeremiah,Johnson,INA,2011,INA,Jeremiah Johnson
JJ-3100,Jerome,Johnson,INA,2010,INA,Jerome Johnson
JJ-3200,Jeron,Johnson,FS,2011,SEA,Jeron Johnson
JJ-3250,Jerrod,Johnson,INA,2011,INA,Jerrod Johnson
JJ-3300,Jerry,Johnson,INA,2001,INA,Jerry Johnson
JJ-3400,Joe,Johnson,INA,1994,INA,Joe Johnson
JJ-3500,Josh,Johnson,QB,2008,NYG,Josh Johnson
JJ-3550,Josh,Johnson,RCB,2013,JAC,Josh Johnson
JJ-3600,Jovon,Johnson,INA,2006,INA,Jovon Johnson
JJ-3700,Johnny,Jolly,INA,2006,INA,Johnny Jolly
JJ-3800,J.J.,Jones,INA,2002,INA,J.J. Jones
JJ-3900,Jacoby,Jones,INA,2007,INA,Jacoby Jones
JJ-3950,Jamaal,Jones,RWR,2016,SD,Jamaal Jones
JJ-4000,Jamal,Jones,INA,2005,INA,Jamal Jones
JJ-4100,James,Jones,INA,1991,INA,James Jones
JJ-4200,James,Jones,INA,2007,INA,James Jones
JJ-4250,Jarvis,Jones,ROLB,2013,PIT,Jarvis Jones
JJ-4300,Jason,Jones,INA,2008,INA,Jason Jones
JJ-4400,Jermaine,Jones,INA,1999,INA,Jermaine Jones
JJ-4500,John,Jones,INA,2000,INA,John Jones
JJ-4530,Johnny,Jones,INA,2011,INA,Johnny Jones
JJ-4565,Jonathan,Jones,LCB,2016,NE,Jonathan Jones
JJ-4600,Julian,Jones,INA,2002,INA,Julian Jones
JJ-4700,Julio,Jones,LWR,2011,ATL,Julio Jones
JJ-4800,Julius,Jones,INA,2004,INA,Julius Jones
JJ-4900,James,Jordan,INA,2002,INA,James Jordan
JJ-5000,Johnathan,Joseph,RCB,2006,HOU,Johnathan Joseph
JJ-5100,Jarmar,Julien,INA,2002,INA,Jarmar Julien
JJ-5200,Joe,Jurevicius,INA,1998,INA,Joe Jurevicius
JK-0050,Josh,Kaddu,INA,2012,INA,Josh Kaddu
JK-0100,Jeremy,Kapinos,INA,2007,INA,Jeremy Kapinos
JK-0200,John,Kasay,INA,1991,INA,John Kasay
JK-0225,Jayron,Kearse,SS,2016,MIN,Jayron Kearse
JK-0250,Jermaine,Kearse,RWR,2012,SEA,Jermaine Kearse
JK-0300,Jevon,Kearse,INA,1999,INA,Jevon Kearse
JK-0400,John,Keith,INA,2000,INA,John Keith
JK-0500,Jason,Kelce,C,2011,PHI,Jason Kelce
JK-0550,Jeremy,Kelley,INA,2013,INA,Jeremy Kelley
JK-0600,Jeff,Kelly,INA,2002,INA,Jeff Kelly
JK-0700,Jeff,Kelly,INA,1999,INA,Jeff Kelly
JK-0800,Jimmy,Kennedy,INA,2003,INA,Jimmy Kennedy
JK-0900,Jordan,Kent,INA,2008,INA,Jordan Kent
JK-1000,Jeremy,Kerley,SWR,2011,SF,Jeremy Kerley
JK-1012,Joe,Kerridge,FB,2016,GB,Joe Kerridge
JK-1025,Josh,Keyes,WLB,2015,ATL,Josh Keyes
JK-1050,Jeremy,Kimbrough,INA,2013,INA,Jeremy Kimbrough
JK-1100,Jarriel,King,INA,2011,INA,Jarriel King
JK-1200,Jeff,King,INA,2006,INA,Jeff King
JK-1300,Justin,King,INA,2009,INA,Justin King
JK-1400,Jammie,Kirlew,INA,2011,INA,Jammie Kirlew
JK-1500,Jon,Kitna,INA,1997,INA,Jon Kitna
JK-1600,Jimmy,Kleinsasser,INA,1999,INA,Jimmy Kleinsasser
JK-1650,Josh,Kline,RG,2013,TEN,Josh Kline
JK-1675,John,Kling,INA,2016,INA,John Kling
JK-1700,Joe,Klopfenstein,INA,2006,INA,Joe Klopfenstein
JK-1750,Jake,Knott,INA,2013,INA,Jake Knott
JK-1800,Johnny,Knox,INA,2009,INA,Johnny Knox
JK-1900,Jameson,Konz,INA,2011,INA,Jameson Konz
JK-1950,Jordan,Kovacs,INA,2013,INA,Jordan Kovacs
JK-2000,Joe,Kowalewski,INA,2007,INA,Joe Kowalewski
JK-2100,Jordan,Kramer,INA,2003,INA,Jordan Kramer
JK-2125,Jonathan,Krause,RWR,2014,TEN,Jonathan Krause
JK-2150,Joe,Kruger,INA,2013,INA,Joe Kruger
JK-2200,John,Kuhn,FB,2005,NO,John Kuhn
JK-2250,Jake,Kumerow,LWR,2015,CIN,Jake Kumerow
JK-2300,Justin,Kurpeikis,INA,2001,INA,Justin Kurpeikis
JK-2400,Jason,Kyle,INA,1995,INA,Jason Kyle
JL-0100,Jacob,Lacey,INA,2009,INA,Jacob Lacey
JL-0150,Jamison,Lalk,INA,2016,INA,Jamison Lalk
JL-0200,Jason,Lamar,INA,2002,INA,Jason Lamar
JL-0207,Josh,Lambo,PK,2015,SD,Josh Lambo
JL-0209,Jake,Lampman,LWR,2016,NO,Jake Lampman
JL-0211,Jimmy,Landes,LS,2016,DET,Jimmy Landes
JL-0215,Jarvis,Landry,SWR,2014,MIA,Jarvis Landry
JL-0230,Jeremy,Lane,RCB,2012,SEA,Jeremy Lane
JL-0260,Jorvorskie,Lane,INA,2012,INA,Jorvorskie Lane
JL-0280,Jeremy,Langford,RB,2015,CHI,Jeremy Langford
JL-0300,Jevon,Langford,INA,1996,INA,Jevon Langford
JL-0400,Joey,LaRocque,INA,2008,INA,Joey LaRocque
JL-0500,Jamari,Lattimore,INA,2011,INA,Jamari Lattimore
JL-0600,James,Laurinaitis,INA,2009,INA,James Laurinaitis
JL-0650,Javone,Lawson,INA,2013,INA,Javone Lawson
JL-0700,John,Leake,INA,2005,INA,John Leake
JL-0800,James,Lee,INA,2003,INA,James Lee
JL-0900,James,Lee,INA,2011,INA,James Lee
JL-0950,Jay,Lee,INA,2016,INA,Jay Lee
JL-1000,Jay,Leeuwenburg,INA,1992,INA,Jay Leeuwenburg
JL-1100,Joe,Lefeged,INA,2011,INA,Joe Lefeged
JL-1150,Jimmy,Legree,INA,2014,INA,Jimmy Legree
JL-1175,Josh,Lenz,INA,2013,INA,Josh Lenz
JL-1200,Jim,Leonhard,INA,2005,INA,Jim Leonhard
JL-1250,Josh,LeRibeus,LG,2012,PHI,Josh LeRibeus
JL-1300,Jeremy,LeSueur,INA,2005,INA,Jeremy LeSueur
JL-1350,Jordan,Leslie,RWR,2015,CLE,Jordan Leslie
JL-1400,Jamal,Lewis,INA,2000,INA,Jamal Lewis
JL-1500,Jeff,Lewis,INA,1996,INA,Jeff Lewis
JL-1600,Jermaine,Lewis,INA,1996,INA,Jermaine Lewis
JL-1700,Jonas,Lewis,INA,2000,INA,Jonas Lewis
JL-1800,Jonathan,Lewis,INA,2006,INA,Jonathan Lewis
JL-1850,Joe,Licata,INA,2016,INA,Joe Licata
JL-1900,Jeremy,Lincoln,INA,1993,INA,Jeremy Lincoln
JL-2000,Jeffrey,Linkenbach,INA,2010,INA,Jeffrey Linkenbach
JL-2100,Jonathan,Linton,INA,1998,INA,Jonathan Linton
JL-2200,Jody,Littleton,INA,2002,INA,Jody Littleton
JL-2250,Jeff,Locke,P,2013,MIN,Jeff Locke
JL-2300,Jake,Locker,INA,2011,INA,Jake Locker
JL-2400,James,Logan,INA,1995,INA,James Logan
JL-2450,Jordan,Lomax,INA,2016,INA,Jordan Lomax
JL-2500,Jake,Long,RT,2008,MIN,Jake Long
JL-2530,Jerome,Long,INA,2012,INA,Jerome Long
JL-2545,Joe,Long,INA,2012,INA,Joe Long
JL-2560,Joe,Looney,C,2012,DAL,Joe Looney
JL-2600,Jammal,Lord,INA,2004,INA,Jammal Lord
JL-2700,Jared,Lorenzen,INA,2006,INA,Jared Lorenzen
JL-2800,J.P.,Losman,INA,2004,INA,J.P. Losman
JL-2850,John,Lotulelei,WLB,2013,DAL,John Lotulelei
JL-2900,Josh,Lovelady,INA,2002,INA,Josh Lovelady
JL-2950,John,Lowdermilk,INA,2015,INA,John Lowdermilk
JL-3000,Jeremy,Loyd,INA,2003,INA,Jeremy Loyd
JL-3050,Jeff,Luc,ILB,2015,NYJ,Jeff Luc
JL-3075,Jordan,Lucas,RCB,2016,MIA,Jordan Lucas
JL-3100,Justin,Lucas,INA,1999,INA,Justin Lucas
JL-3200,Jonathan,Luigs,INA,2009,INA,Jonathan Luigs
JL-3250,John,Lunsford,PK,2016,TB,John Lunsford
JL-3300,James,Lynch,INA,2004,INA,James Lynch
JL-3400,John,Lynch,INA,1993,INA,John Lynch
JM-0050,Jordan,Mabin,INA,2012,INA,Jordan Mabin
JM-0100,J.P.,Machado,INA,1999,INA,J.P. Machado
JM-0200,Jeremy,Maclin,LWR,2009,KC,Jeremy Maclin
JM-0250,Joe,Madsen,INA,2013,INA,Joe Madsen
JM-0300,John,Madsen,INA,2006,INA,John Madsen
JM-0400,Jeff,Maehl,INA,2011,INA,Jeff Maehl
JM-0500,Joe,Maese,INA,2001,INA,Joe Maese
JM-0600,Jesse,Mahelona,INA,2006,INA,Jesse Mahelona
JM-0700,Joel,Makovicka,INA,1999,INA,Joel Makovicka
JM-0750,John,Malecki,INA,2012,INA,John Malecki
JM-0800,Josh,Mallard,INA,2002,INA,Josh Mallard
JM-0825,Justin,Manton,INA,2015,INA,Justin Manton
JM-0850,Johnny,Manziel,INA,2014,INA,Johnny Manziel
JM-0875,Justin,March-Lillard,INA,2015,INA,Justin March-Lillard
JM-0887,Jalin,Marshall,RWR,2016,NYJ,Jalin Marshall
JM-0893,Jamal,Marshall,INA,2016,INA,Jamal Marshall
JM-0900,James,Marten,INA,2008,INA,James Marten
JM-1000,Jamar,Martin,INA,2003,INA,Jamar Martin
JM-1100,Jamie,Martin,INA,1996,INA,Jamie Martin
JM-1130,Jonathan,Martin,INA,2012,INA,Jonathan Martin
JM-1140,Josh,Martin,OLB,2013,NYJ,Josh Martin
JM-1160,Jonathan,Massaquoi,INA,2012,INA,Jonathan Massaquoi
JM-1200,Jeron,Mastrud,INA,2010,INA,Jeron Mastrud
JM-1300,Jason,Mathews,INA,1994,INA,Jason Mathews
JM-1350,Jeff,Mathews,INA,2014,INA,Jeff Mathews
JM-1400,Jerome,Mathis,INA,2005,INA,Jerome Mathis
JM-1425,Josue,Matias,RG,2015,TEN,Josue Matias
JM-1450,Jake,Matthews,LT,2014,ATL,Jake Matthews
JM-1500,John,Matthews,INA,2010,INA,John Matthews
JM-1550,Jordan,Matthews,SWR,2014,PHI,Jordan Matthews
JM-1600,Josh,Mauga,RILB,2009,KC,Josh Mauga
JM-1650,Josh,Mauro,RDT,2014,ARI,Josh Mauro
JM-1662,Johnny,Maxey,NT,2016,PIT,Johnny Maxey
JM-1675,Jacob,Maxwell,INA,2014,INA,Jacob Maxwell
JM-1700,Jim,Maxwell,INA,2004,INA,Jim Maxwell
JM-1800,Jermane,Mayberry,INA,1996,INA,Jermane Mayberry
JM-1900,Jerod,Mayo,INA,2008,INA,Jerod Mayo
JM-2000,Joe,Mays,INA,2008,INA,Joe Mays
JM-2050,Joey,Mbu,NT,2015,WAS,Joey Mbu
JM-2100,Jason,McAddley,INA,2002,INA,Jason McAddley
JM-2200,Justin,McCareins,INA,2001,INA,Justin McCareins
JM-2300,John,McCargo,INA,2006,INA,John McCargo
JM-2400,Jameel,McClain,INA,2008,INA,Jameel McClain
JM-2500,Jimmy,McClain,INA,2002,INA,Jimmy McClain
JM-2600,Jacques,McClendon,INA,2010,INA,Jacques McClendon
JM-2800,Jason,McCourty,RCB,2009,TEN,Jason McCourty
JM-2900,Josh,McCown,INA,2002,INA,Josh McCown
JM-2950,Justin,McCray,INA,2014,INA,Justin McCray
JM-2975,Jacobbi,McDaniel,INA,2014,INA,Jacobbi McDaniel
JM-3000,Jeremy,McDaniel,INA,1999,INA,Jeremy McDaniel
JM-3100,Jerome,McDougle,INA,2003,INA,Jerome McDougle
JM-3150,Jake,McGee,TE,2016,SD,Jake McGee
JM-3200,Jon,McGraw,INA,2002,INA,Jon McGraw
JM-3300,Jason,McKie,INA,2002,INA,Jason McKie
JM-3400,Jeremy,McKinney,INA,2001,INA,Jeremy McKinney
JM-3425,Jeremiah,McKinnon,LCB,2016,DAL,Jeremiah McKinnon
