player,fname,lname,posd,start,cteam,comb_player
CE-0600,Curtis,Enis,INA,1998,INA,Curtis Enis
CE-0650,Cameron,Erving,C,2015,CLE,Cameron Erving
CE-0700,Chuck,Evans,INA,1993,INA,Chuck Evans
CF-0100,Carl,Fair,INA,2001,INA,Carl Fair
CF-0125,Cody,Fajardo,INA,2015,INA,Cody Fajardo
CF-0150,Cole,Farrand,INA,2015,INA,Cole Farrand
CF-0175,Chase,Farris,RG,2016,NE,Chase Farris
CF-0200,Ciatrick,Fason,INA,2005,INA,Ciatrick Fason
CF-0250,Chris,Faulk,INA,2013,INA,Chris Faulk
CF-0300,Christian,Fauria,INA,1995,INA,Christian Fauria
CF-0325,Curtis,Feigt,INA,2014,INA,Curtis Feigt
CF-0337,Clayton,Fejedelem,SS,2016,CIN,Clayton Fejedelem
CF-0350,Chandler,Fenner,INA,2012,INA,Chandler Fenner
CF-0375,C.J.,Fiedorowicz,TE,2014,HOU,C.J. Fiedorowicz
CF-0387,Carlos,Fields Jr.,RILB,2014,SD,Carlos Fields Jr.
CF-0400,Clint,Finley,INA,2002,INA,Clint Finley
CF-0500,Cortland,Finnegan,INA,2006,INA,Cortland Finnegan
CF-0600,Casey,Fitzsimmons,INA,2003,INA,Casey Fitzsimmons
CF-0650,Coby,Fleener,TE,2012,NO,Coby Fleener
CF-0675,Cameron,Fleming,RT,2014,NE,Cameron Fleming
CF-0700,Chris,Floyd,INA,1998,INA,Chris Floyd
CF-0800,Carl,Ford,INA,2005,INA,Carl Ford
CF-0850,Chase,Ford,INA,2012,INA,Chase Ford
CF-0900,Chris,Francies,INA,2006,INA,Chris Francies
CF-1000,Coye,Francies,INA,2009,INA,Coye Francies
CF-1100,Carlos,Francis,INA,2004,INA,Carlos Francis
CF-1200,Collin,Franklin,INA,2011,INA,Collin Franklin
CF-1250,Christian,French,INA,2016,INA,Christian French
CF-1300,Charlie,Frye,INA,2005,INA,Charlie Frye
CF-1400,Chris,Fuamatu-Ma'afala,INA,1998,INA,Chris Fuamatu-Ma'afala
CF-1500,Corey,Fuller,INA,1995,INA,Corey Fuller
CF-1550,Corey,Fuller,LWR,2013,NO,Corey Fuller
CF-1600,Curtis,Fuller,INA,2001,INA,Curtis Fuller
CG-0100,Christian,Gaddis,INA,2007,INA,Christian Gaddis
CG-0150,Charles,Gaines,LCB,2015,BUF,Charles Gaines
CG-0175,Cody,Galea,INA,2015,INA,Cody Galea
CG-0200,Chris,Gamble,INA,2004,INA,Chris Gamble
CG-0300,Chris,Gardocki,INA,1991,INA,Chris Gardocki
CG-0400,Charlie,Garner,INA,1994,INA,Charlie Garner
CG-0500,Clyde,Gates,INA,2011,INA,Clyde Gates
CG-0600,Curtis,Gatewood,INA,2008,INA,Curtis Gatewood
CG-0700,Cory,Geason,INA,2000,INA,Cory Geason
CG-0750,Clayton,Geathers,FS,2015,IND,Clayton Geathers
CG-0800,Clifton,Geathers,INA,2010,INA,Clifton Geathers
CG-0900,Chris,Gedney,INA,1993,INA,Chris Gedney
CG-1000,Chas,Gessner,INA,2007,INA,Chas Gessner
CG-1030,Crockett,Gillmore,TE,2014,BAL,Crockett Gillmore
CG-1060,Chris,Givens,INA,2012,INA,Chris Givens
CG-1080,Chris,Givens,INA,2012,INA,Chris Givens
CG-1100,Chris,Gizzi,INA,2000,INA,Chris Gizzi
CG-1200,Cody,Glenn,INA,2009,INA,Cody Glenn
CG-1250,Cordy,Glenn,LT,2012,BUF,Cordy Glenn
CG-1300,Chris,Gocong,INA,2007,INA,Chris Gocong
CG-1400,Charles,Godfrey,INA,2008,INA,Charles Godfrey
CG-1450,C.J.,Goodwin,LCB,2014,ATL,C.J. Goodwin
CG-1475,Cameron,Gordon,INA,2014,INA,Cameron Gordon
CG-1500,Charles,Gordon,INA,2006,INA,Charles Gordon
CG-1600,Cletis,Gordon,INA,2006,INA,Cletis Gordon
CG-1650,Chris,Gragg,TE,2013,BUF,Chris Gragg
CG-1700,Corey,Graham,FS,2007,BUF,Corey Graham
CG-1800,Charles,Grant,INA,2002,INA,Charles Grant
CG-1900,Cie,Grant,INA,2003,INA,Cie Grant
CG-1950,Corey,Grant,RB,2015,JAC,Corey Grant
CG-1975,Curtis,Grant,MLB,2015,NYG,Curtis Grant
CG-2000,Carlton,Gray,INA,1993,INA,Carlton Gray
CG-2100,Chris,Gray,INA,1993,INA,Chris Gray
CG-2150,Cyrus,Gray,INA,2012,INA,Cyrus Gray
CG-2175,Chaz,Green,LT,2015,DAL,Chaz Green
CG-2200,Cornell,Green,INA,2002,INA,Cornell Green
CG-2300,Courtney,Greene,INA,2009,INA,Courtney Greene
CG-2400,Chad,Greenway,WLB,2006,MIN,Chad Greenway
CG-2450,Chris,Greenwood,INA,2012,INA,Chris Greenwood
CG-2500,Cory,Greenwood,INA,2010,INA,Cory Greenwood
CG-2600,Chris,Greisen,INA,1999,INA,Chris Greisen
CG-2700,Clint,Gresham,INA,2010,INA,Clint Gresham
CG-2800,Cedric,Griffin,INA,2006,INA,Cedric Griffin
CG-2900,Cornelius,Griffin,INA,2000,INA,Cornelius Griffin
CG-3000,Cody,Grimm,INA,2010,INA,Cody Grimm
CG-3050,Cory,Grissom,INA,2013,INA,Cory Grissom
CG-3100,Clif,Groce,INA,1995,INA,Clif Groce
CG-3200,Chris,Gronkowski,INA,2010,INA,Chris Gronkowski
CH-0025,Christian,Hackenberg,QB,2016,NYJ,Christian Hackenberg
CH-0050,Chris,Hackett,INA,2015,INA,Chris Hackett
CH-0100,Clark,Haggans,INA,2000,INA,Clark Haggans
CH-0200,Chris,Hairston,RT,2011,SD,Chris Hairston
CH-0300,Carlos,Hall,INA,2002,INA,Carlos Hall
CH-0400,Chad,Hall,INA,2010,INA,Chad Hall
CH-0450,Corey,Hall,INA,2001,INA,Corey Hall
CH-0500,Cory,Hall,INA,1999,INA,Cory Hall
CH-0525,C.J.,Ham,RB,2016,MIN,C.J. Ham
CH-0550,Chad,Hamilton,INA,2015,INA,Chad Hamilton
CH-0600,Cobi,Hamilton,LWR,2013,PIT,Cobi Hamilton
CH-0700,Conrad,Hamilton,INA,1996,INA,Conrad Hamilton
CH-0750,Connor,Hamlett,TE,2015,DAL,Connor Hamlett
CH-0800,Casey,Hampton,INA,2001,INA,Casey Hampton
CH-0900,Caleb,Hanie,INA,2009,INA,Caleb Hanie
CH-1000,Cortez,Hankton,INA,2003,INA,Cortez Hankton
CH-1100,Chris,Hanson,INA,1999,INA,Chris Hanson
CH-1200,Clay,Harbor,TE,2010,DET,Clay Harbor
CH-1230,Cory,Harkey,TE,2012,LA,Cory Harkey
CH-1260,Chandler,Harnish,INA,2012,INA,Chandler Harnish
CH-1280,Chris,Harper,INA,2013,INA,Chris Harper
CH-1290,Chris,Harper,SWR,2015,SF,Chris Harper
CH-1300,Chris,Harrington,INA,2008,INA,Chris Harrington
CH-1400,Cary,Harris,INA,2009,INA,Cary Harris
CH-1500,Chris,Harris,RCB,2011,DEN,Chris Harris
CH-1600,Chris,Harris,INA,2005,INA,Chris Harris
CH-1700,Clark,Harris,LS,2007,CIN,Clark Harris
CH-1800,Corey,Harris,INA,1992,INA,Corey Harris
CH-1850,Corey,Harris,INA,1999,INA,Corey Harris
CH-1900,Clinton,Hart,INA,2003,INA,Clinton Hart
CH-1950,Caylin,Hauptmann,INA,2013,INA,Caylin Hauptmann
CH-2000,Chris,Hawkins,INA,2011,INA,Chris Hawkins
CH-2100,Courtney,Hawkins,INA,1992,INA,Courtney Hawkins
CH-2200,Chris,Hayes,INA,1996,INA,Chris Hayes
CH-2250,Casey,Hayward,RCB,2012,SD,Casey Hayward
CH-2300,Craig,Heimburger,INA,1999,INA,Craig Heimburger
CH-2350,Cooper,Helfet,TE,2012,OAK,Cooper Helfet
CH-2400,Chad,Henne,QB,2008,JAC,Chad Henne
CH-2500,Chad,Hennings,INA,1992,INA,Chad Hennings
CH-2600,Chas,Henry,INA,2011,INA,Chas Henry
CH-2700,Chris,Henry,INA,2007,INA,Chris Henry
CH-2800,Chris,Henry,INA,2005,INA,Chris Henry
CH-2900,Craig,Hentrich,INA,1994,INA,Craig Hentrich
CH-3000,Chris,Hetherington,INA,1996,INA,Chris Hetherington
CH-3050,Calvin,Heurtelou,INA,2016,INA,Calvin Heurtelou
CH-3100,Cameron,Heyward,LDE,2011,PIT,Cameron Heyward
CH-3150,Chris,Highland,INA,2015,INA,Chris Highland
CH-3200,Charles,Hill,INA,2002,INA,Charles Hill
CH-3300,Corey,Hilliard,INA,2007,INA,Corey Hilliard
CH-3350,Chris,Hogan,LWR,2011,NE,Chris Hogan
CH-3400,Chris,Hoke,INA,2004,INA,Chris Hoke
CH-3500,Curtis,Holcomb,INA,2011,INA,Curtis Holcomb
CH-3600,Curtis,Holden,INA,2001,INA,Curtis Holden
CH-3700,Carlyle,Holiday,INA,2005,INA,Carlyle Holiday
CH-3750,Caleb,Holley,INA,2014,INA,Caleb Holley
CH-3800,Chris,Hope,INA,2002,INA,Chris Hope
CH-3900,Chris,Horn,INA,2004,INA,Chris Horn
CH-4000,Chris,Horton,INA,2008,INA,Chris Horton
CH-4100,Cedric,Houston,INA,2005,INA,Cedric Houston
CH-4200,Chris,Houston,INA,2007,INA,Chris Houston
CH-4300,Chris,Hovan,INA,2000,INA,Chris Hovan
CH-4400,Chris,Howard,INA,1998,INA,Chris Howard
CH-4500,Cordaro,Howard,INA,2010,INA,Cordaro Howard
CH-4550,Chris,Hubbard,RT,2013,PIT,Chris Hubbard
CH-4575,Chris,Hubert,RWR,2016,ARI,Chris Hubert
CH-4600,Chris,Hudson,INA,1995,INA,Chris Hudson
CH-4650,Charley,Hughlett,LS,2012,CLE,Charley Hughlett
CH-4700,Corey,Hulsey,INA,2001,INA,Corey Hulsey
CH-4800,Cletidus,Hunt,INA,1999,INA,Cletidus Hunt
CH-4900,Chad,Hutchinson,INA,2002,INA,Chad Hutchinson
CH-5000,Carlos,Hyde,RB,2014,SF,Carlos Hyde
CI-0050,Carl,Ihenacho,INA,2011,INA,Carl Ihenacho
CI-0100,Clint,Ingram,INA,2006,INA,Clint Ingram
CI-0150,Cornelius,Ingram,INA,2009,INA,Cornelius Ingram
CI-0200,Corvey,Irvin,INA,2010,INA,Corvey Irvin
CI-0300,Chris,Ivory,RB,2010,JAC,Chris Ivory
CI-0400,Corey,Ivy,INA,2001,INA,Corey Ivy
CI-0500,Chidi,Iwuoma,INA,2001,INA,Chidi Iwuoma
CJ-0100,Chad,Jackson,INA,2006,INA,Chad Jackson
CJ-0200,Chevis,Jackson,INA,2008,INA,Chevis Jackson
CJ-0300,Chris,Jackson,INA,2000,INA,Chris Jackson
CJ-0400,Corey,Jackson,INA,2004,INA,Corey Jackson
CJ-0500,Curtis,Jackson,INA,2000,INA,Curtis Jackson
CJ-0550,Chuck,Jacobs,INA,2013,INA,Chuck Jacobs
CJ-0600,Cedric,James,INA,2002,INA,Cedric James
CJ-0650,Charles,James,RCB,2013,IND,Charles James
CJ-0675,Cory,James,MLB,2016,OAK,Cory James
CJ-0700,Craig,Jarrett,INA,2002,INA,Craig Jarrett
CJ-0725,Chris,Jasperse,INA,2015,INA,Chris Jasperse
CJ-0750,Cameron,Jefferson,INA,2015,INA,Cameron Jefferson
CJ-0800,Corey,Jenkins,INA,2003,INA,Corey Jenkins
CJ-0900,Cullen,Jenkins,LDE,2003,WAS,Cullen Jenkins
CJ-1000,Chris,Jennings,INA,2009,INA,Chris Jennings
CJ-1050,C.J.,Johnson,INA,2016,INA,C.J. Johnson
CJ-1100,Calvin,Johnson,INA,2007,INA,Calvin Johnson
CJ-1150,Cam,Johnson,OLB,2012,CLE,Cam Johnson
CJ-1200,Chad,Johnson,INA,2001,INA,Chad Johnson
CJ-1300,Charles,Johnson,LDE,2007,CAR,Charles Johnson
CJ-1400,Charles,Johnson,INA,1994,INA,Charles Johnson
CJ-1450,Charles,Johnson,LWR,2013,MIN,Charles Johnson
CJ-1500,Charlie,Johnson,INA,2006,INA,Charlie Johnson
CJ-1600,Chris,Johnson,INA,2005,INA,Chris Johnson
CJ-1700,Chris,Johnson,RB,2008,ARI,Chris Johnson
CJ-1750,Cory,Johnson,NT,2016,KC,Cory Johnson
CJ-1800,Curtis,Johnson,INA,2008,INA,Curtis Johnson
CJ-1850,Cardale,Jones,QB,2016,BUF,Cardale Jones
CJ-1875,Cayleb,Jones,LWR,2016,MIN,Cayleb Jones
CJ-1900,Cedric,Jones,INA,1996,INA,Cedric Jones
CJ-2000,Chad,Jones,INA,2010,INA,Chad Jones
CJ-2050,Chandler,Jones,SAM,2012,ARI,Chandler Jones
CJ-2100,Chris,Jones,P,2011,DAL,Chris Jones
CJ-2150,Chris,Jones,RDT,2013,SF,Chris Jones
CJ-2162,Chris,Jones,INA,2015,INA,Chris Jones
CJ-2168,Chris,Jones,RDE,2016,KC,Chris Jones
CJ-2175,Christian,Jones,RILB,2014,CHI,Christian Jones
CJ-2200,Clarence,Jones,INA,1991,INA,Clarence Jones
CJ-2300,Colin,Jones,FS,2011,CAR,Colin Jones
CJ-2350,Cyrus,Jones,RCB,2016,NE,Cyrus Jones
CJ-2400,Cameron,Jordan,RDE,2011,NO,Cameron Jordan
CJ-2500,Cato,June,INA,2003,INA,Cato June
CK-0100,Colin,Kaepernick,QB,2011,SF,Colin Kaepernick
CK-0200,Curtis,Keaton,INA,2000,INA,Curtis Keaton
CK-0250,Case,Keenum,QB,2012,LA,Case Keenum
CK-0270,Colin,Kelly,LT,2013,JAC,Colin Kelly
CK-0300,Chris,Kelsay,INA,2003,INA,Chris Kelsay
CK-0400,Chris,Kemoeatu,INA,2006,INA,Chris Kemoeatu
CK-0500,Cortez,Kennedy,INA,1990,INA,Cortez Kennedy
CK-0550,Cody,Kessler,QB,2016,CLE,Cody Kessler
CK-0600,Cedric,Killings,INA,2000,INA,Cedric Killings
CK-0700,Caleb,King,INA,2011,INA,Caleb King
CK-0750,Chris,King,INA,2016,INA,Chris King
CK-0800,Charles,Kirby,INA,2000,INA,Charles Kirby
CK-0850,Christian,Kirksey,RILB,2014,CLE,Christian Kirksey
CK-0900,Chris,Kluwe,INA,2005,INA,Chris Kluwe
CK-0950,Cyrus,Kouandjio,LT,2014,BUF,Cyrus Kouandjio
CK-0975,Casey,Kreiter,LS,2014,DEN,Casey Kreiter
CK-1000,Craig,Krenzel,INA,2004,INA,Craig Krenzel
CK-1100,Clint,Kriewaldt,INA,1999,INA,Clint Kriewaldt
CK-1200,Chris,Kuper,INA,2006,INA,Chris Kuper
CL-0100,Corbin,Lacina,INA,1994,INA,Corbin Lacina
CL-0150,Cleyon,Laing,INA,2016,INA,Cleyon Laing
CL-0200,Carnell,Lake,INA,1989,INA,Carnell Lake
CL-0225,Chris,Landrum,LOLB,2016,SD,Chris Landrum
CL-0250,Cody,Larsen,INA,2013,INA,Cody Larsen
CL-0275,Cody,Latimer,RWR,2014,DEN,Cody Latimer
CL-0300,Chad,Lavalais,INA,2004,INA,Chad Lavalais
CL-0325,Cordarro,Law,INA,2012,INA,Cordarro Law
CL-0350,Cameron,Lawrence,INA,2013,INA,Cameron Lawrence
CL-0400,Clarence,LeBlanc,INA,2003,INA,Clarence LeBlanc
CL-0450,Cre'von,LeBlanc,RCB,2016,CHI,Cre'von LeBlanc
CL-0500,Courtney,Ledyard,INA,2000,INA,Courtney Ledyard
CL-0600,Charles,Lee,INA,2000,INA,Charles Lee
CL-0700,Cory,Lekkerkerker,INA,2005,INA,Cory Lekkerkerker
CL-0800,Cleo,Lemon,INA,2005,INA,Cleo Lemon
CL-0825,Cyril,Lemon,INA,2015,INA,Cyril Lemon
CL-0850,Corey,Lemonier,OLB,2013,NYJ,Corey Lemonier
CL-0862,Charles,Leno,LT,2014,CHI,Charles Leno
CL-0875,Charles,Leno Jr.,INA,2014,INA,Charles Leno Jr.
CL-0900,Chad,Lewis,INA,1997,INA,Chad Lewis
CL-0950,Chris,Lewis-Harris,RCB,2012,BAL,Chris Lewis-Harris
CL-0975,Corey,Linsley,C,2014,GB,Corey Linsley
CL-0987,Cory,Littleton,WS,2016,LA,Cory Littleton
CL-1000,Corey,Liuget,DT,2011,SD,Corey Liuget
CL-1100,Chris,Liwienski,INA,1998,INA,Chris Liwienski
CL-1150,Colin,Lockett,INA,2014,INA,Colin Lockett
CL-1200,Cullen,Loeffler,INA,2004,INA,Cullen Loeffler
CL-1300,Curtis,Lofton,INA,2008,INA,Curtis Lofton
CL-1400,Chris,Long,LDE,2008,NE,Chris Long
CL-1425,Craig,Loston,INA,2014,INA,Craig Loston
CL-1437,Claudell,Louis,INA,2016,INA,Claudell Louis
CL-1450,Corbin,Louks,INA,2012,INA,Corbin Louks
CL-1500,Clarence,Love,INA,1998,INA,Clarence Love
CL-1600,Calvin,Lowry,INA,2006,INA,Calvin Lowry
CL-1700,Chad,Lucas,INA,2005,INA,Chad Lucas
CL-1750,Cornelius,Lucas,RT,2014,DET,Cornelius Lucas
CL-1775,Cavellis,Luckett,ILB,2016,BAL,Cavellis Luckett
CL-1800,Chris,Luzar,INA,2002,INA,Chris Luzar
CL-1850,Cameron,Lynch,SLB,2015,TB,Cameron Lynch
CL-1900,Corey,Lynch,INA,2008,INA,Corey Lynch
CL-2000,Caushaud,Lyons,LDE,2015,TEN,Caushaud Lyons
CM-0100,Corey,Mace,INA,2008,INA,Corey Mace
CM-0150,Craig,Mager,LCB,2015,SD,Craig Mager
CM-0156,Curt,Maggitt,SLB,2016,IND,Curt Maggitt
CM-0162,Cody,Mandell,INA,2014,INA,Cody Mandell
CM-0168,Cole,Manhart,RG,2015,PIT,Cole Manhart
CM-0175,Chris,Manhertz,TE,2014,CAR,Chris Manhertz
CM-0200,Chris,Maragos,S,2010,PHI,Chris Maragos
CM-0250,Cassius,Marsh,LOLB,2014,SEA,Cassius Marsh
CM-0300,Curtis,Marsh,INA,2011,INA,Curtis Marsh
CM-0350,Cameron,Marshall,INA,2013,INA,Cameron Marshall
CM-0400,Cecil,Martin,INA,1999,INA,Cecil Martin
CM-0500,Charly,Martin,INA,2009,INA,Charly Martin
CM-0550,Chris,Martin,INA,2014,INA,Chris Martin
CM-0600,Curtis,Martin,INA,1995,INA,Curtis Martin
CM-0700,Chris,Massey,INA,2002,INA,Chris Massey
CM-0800,Casey,Matthews,INA,2011,INA,Casey Matthews
CM-0850,Chris,Matthews,LWR,2011,BAL,Chris Matthews
CM-0900,Clay,Matthews,ROLB,2009,GB,Clay Matthews
CM-1000,Cliff,Matthews,INA,2011,INA,Cliff Matthews
CM-1050,Chris,Mayes,RT,2016,ATL,Chris Mayes
CM-1100,Corey,Mays,INA,2006,INA,Corey Mays
CM-1200,Chris,McAlister,INA,1999,INA,Chris McAlister
CM-1250,Chris,McCain,ROLB,2014,SD,Chris McCain
CM-1300,Colin,McCarthy,INA,2011,INA,Colin McCarthy
CM-1400,Central,McClellion,INA,2001,INA,Central McClellion
CM-1500,Colt,McCoy,QB,2010,WAS,Colt McCoy
CM-1550,Chris,McDonald,INA,2013,INA,Chris McDonald
CM-1600,Clinton,McDonald,RDT,2009,TB,Clinton McDonald
CM-1700,Chris,McFoy,INA,2007,INA,Chris McFoy
CM-1800,Chester,McGlockton,INA,1992,INA,Chester McGlockton
CM-1850,Connor,McGovern,LG,2016,DEN,Connor McGovern
CM-1900,Chris,McIntosh,INA,2000,INA,Chris McIntosh
CM-2000,Corey,McIntyre,INA,2005,INA,Corey McIntyre
CM-2100,Chris,McKenzie,INA,2005,INA,Chris McKenzie
CM-2125,Cassanova,McKinzy,LDE,2016,LA,Cassanova McKinzy
CM-2150,Cameron,McLeod,INA,2015,INA,Cameron McLeod
CM-2200,Cade,McNown,INA,1999,INA,Cade McNown
CM-2230,Caleb,McSurdy,INA,2012,INA,Caleb McSurdy
CM-2245,Cameron,Meredith,LWR,2015,CHI,Cameron Meredith
CM-2260,Carmen,Messina,INA,2012,INA,Carmen Messina
CM-2280,Christine,Michael,RB,2013,GB,Christine Michael
CM-2300,Caleb,Miller,INA,2004,INA,Caleb Miller
CM-2400,Craig,Miller,INA,2000,INA,Craig Miller
CM-2425,Chris,Milton,RCB,2016,IND,Chris Milton
CM-2450,Chase,Minnifield,INA,2012,INA,Chase Minnifield
CM-2500,Carlton,Mitchell,INA,2010,INA,Carlton Mitchell
CM-2550,Charles,Mitchell,INA,2012,INA,Charles Mitchell
CM-2600,Chris,Mohr,INA,1989,INA,Chris Mohr
CM-2650,Collin,Mooney,INA,2012,INA,Collin Mooney
CM-2675,Chris,Moore,RWR,2016,BAL,Chris Moore
CM-2700,Clarence,Moore,INA,2004,INA,Clarence Moore
CM-2800,Corey,Moore,INA,2000,INA,Corey Moore
CM-2850,Corey,Moore,FS,2015,HOU,Corey Moore
CM-2900,Cameron,Morrah,INA,2009,INA,Cameron Morrah
CM-3000,Chris,Morris,INA,2006,INA,Chris Morris
CM-3100,Chad,Morton,INA,2000,INA,Chad Morton
CM-3200,Christian,Morton,INA,2004,INA,Christian Morton
CM-3250,C.J.,Mosley,ILB,2014,BAL,C.J. Mosley
CM-3300,C.J.,Mosley,INA,2005,INA,C.J. Mosley
CM-3400,Captain,Munnerlyn,RCB,2009,MIN,Captain Munnerlyn
CM-3500,Chad,Mustard,INA,2003,INA,Chad Mustard
CM-3600,Chris,Myers,INA,2005,INA,Chris Myers
CN-0100,Chris,Naeole,INA,1997,INA,Chris Naeole
CN-0200,Craig,Nall,INA,2003,INA,Craig Nall
CN-0250,Carl,Nassib,LDE,2016,CLE,Carl Nassib
CN-0300,Chinedum,Ndukwe,INA,2007,INA,Chinedum Ndukwe
CN-0350,Chuka,Ndulue,INA,2015,INA,Chuka Ndulue
CN-0375,Connor,Neighbors,INA,2015,INA,Connor Neighbors
CN-0400,Chris,Neild,INA,2011,INA,Chris Neild
CN-0450,Corey,Nelson,ILB,2014,DEN,Corey Nelson
CN-0500,Cam,Newton,QB,2011,CAR,Cam Newton
CN-0600,Cam,Newton,INA,2005,INA,Cam Newton
CN-0700,Carl,Nicks,INA,2008,INA,Carl Nicks
CN-0800,Chad,Nkang,INA,2007,INA,Chad Nkang
CN-0900,Chuckie,Nwokorie,INA,1999,INA,Chuckie Nwokorie
CO-0050,Cedric,O'Neal,RB,2016,BUF,Cedric O'Neal
CO-0100,Cyril,Obiozor,INA,2009,INA,Cyril Obiozor
CO-0200,Chad,Ochocinco,INA,2001,INA,Chad Ochocinco
CO-0300,Chris,Ogbonnaya,INA,2009,INA,Chris Ogbonnaya
CO-0350,Cedric,Ogbuehi,RT,2015,CIN,Cedric Ogbuehi
CO-0400,Cedric,Oglesby,INA,2001,INA,Cedric Oglesby
CO-0500,Chike,Okeafor,INA,1999,INA,Chike Okeafor
CO-0600,Chukky,Okobi,INA,2001,INA,Chukky Okobi
CO-0650,Chibuikem,Okoro,INA,2014,INA,Chibuikem Okoro
CO-0700,Clint,Oldenburg,INA,2007,INA,Clint Oldenburg
CO-0800,Chris,Oldham,INA,1990,INA,Chris Oldham
CO-0900,Craig,Osika,INA,2002,INA,Craig Osika
CO-1000,Chad,Overhauser,INA,2002,INA,Chad Overhauser
CO-1100,Chad,Owens,INA,2005,INA,Chad Owens
CO-1200,Chris,Owens,INA,2009,INA,Chris Owens
CO-1300,Chris,Owusu,INA,2012,INA,Chris Owusu
CO-1400,Cheta,Ozougwu,INA,2012,INA,Cheta Ozougwu
CP-0100,Calvin,Pace,INA,2003,INA,Calvin Pace
CP-0200,Chase,Page,INA,2007,INA,Chase Page
CP-0300,Craig,Page,INA,2000,INA,Craig Page
CP-0400,Curtis,Painter,INA,2009,INA,Curtis Painter
CP-0500,Carson,Palmer,QB,2003,ARI,Carson Palmer
CP-0525,Chris,Pantale,TE,2013,MIA,Chris Pantale
CP-0550,Colin,Parker,INA,2012,INA,Colin Parker
CP-0575,Cody,Parkey,PK,2014,CLE,Cody Parkey
CP-0600,Cord,Parks,INA,2009,INA,Cord Parks
CP-0700,Chris,Patrick,INA,2009,INA,Chris Patrick
CP-0750,Cordarrelle,Patterson,RWR,2013,MIN,Cordarrelle Patterson
CP-0775,Charone,Peake,LWR,2016,NYJ,Charone Peake
CP-0800,Cedric,Peerman,RB,2009,CIN,Cedric Peerman
CP-0850,Claude,Pelon,LDE,2016,NYJ,Claude Pelon
CP-0900,Chad,Pennington,INA,2000,INA,Chad Pennington
CP-1000,Charlie,Peprah,INA,2006,INA,Charlie Peprah
CP-1100,Chris,Perry,INA,2004,INA,Chris Perry
CP-1200,Christian,Peter,INA,1997,INA,Christian Peter
CP-1300,Corey,Peters,NT,2010,ARI,Corey Peters
CP-1400,Carl,Pickens,INA,1992,INA,Carl Pickens
CP-1500,Cody,Pickett,INA,2004,INA,Cody Pickett
CP-1550,Casey,Pierce,INA,2015,INA,Casey Pierce
CP-1600,Cleveland,Pinkney,INA,2003,INA,Cleveland Pinkney
CP-1700,Chester,Pitts,INA,2002,INA,Chester Pitts
CP-1800,Chad,Plummer,INA,1999,INA,Chad Plummer
CP-1900,Carlos,Polk,INA,2001,INA,Carlos Polk
CP-1950,Chris,Polk,INA,2012,INA,Chris Polk
CP-2000,Christian,Ponder,QB,2011,SF,Christian Ponder
CP-2100,Clinton,Portis,INA,2002,INA,Clinton Portis
CP-2200,Carl,Powell,INA,1997,INA,Carl Powell
CP-2250,Carlton,Powell,INA,2011,INA,Carlton Powell
CP-2275,Christian,Powell,INA,2016,INA,Christian Powell
CP-2300,Chris,Pressley,INA,2009,INA,Chris Pressley
CP-2350,Cody,Prewitt,INA,2015,INA,Cody Prewitt
CP-2375,Chase,Price,INA,2016,INA,Chase Price
CP-2400,Cory,Procter,INA,2007,INA,Cory Procter
CP-2500,Chris,Prosinski,FS,2011,CHI,Chris Prosinski
CP-2550,C.J.,Prosise,RB,2016,SEA,C.J. Prosise
CP-2600,Calvin,Pryor,SS,2014,NYJ,Calvin Pryor
CR-0100,Casey,Rabach,INA,2002,INA,Casey Rabach
CR-0200,Chilo,Rachal,INA,2008,INA,Chilo Rachal
CR-0225,Collin,Rahrig,INA,2015,INA,Collin Rahrig
CR-0250,Chris,Rainey,INA,2012,INA,Chris Rainey
CR-0275,Connor,Rains,INA,2015,INA,Connor Rains
CR-0300,Curtis,Randall,INA,2004,INA,Curtis Randall
CR-0350,Caesar,Rayford,INA,2013,INA,Caesar Rayford
CR-0400,Cory,Raymer,INA,1995,INA,Cory Raymer
CR-0500,Cory,Redding,INA,2003,INA,Cory Redding
CR-0600,Chris,Redman,INA,2000,INA,Chris Redman
CR-0625,Cedric,Reed,INA,2015,INA,Cedric Reed
CR-0637,Chris,Reed,RG,2015,JAC,Chris Reed
CR-0650,Caraun,Reid,LDE,2014,SD,Caraun Reid
CR-0700,Chris,Reis,INA,2007,INA,Chris Reis
CR-0725,Chase,Rettig,INA,2014,INA,Chase Rettig
CR-0750,Chase,Reynolds,RB,2011,LA,Chase Reynolds
CR-0800,Coby,Rhinehart,INA,1999,INA,Coby Rhinehart
CR-0850,Cyril,Richardson,LG,2014,CHI,Cyril Richardson
CR-0875,Cody,Riggs,LCB,2015,TB,Cody Riggs
CR-0887,Curtis,Riley,FS,2015,TEN,Curtis Riley
CR-0900,Chad,Rinehart,INA,2009,INA,Chad Rinehart
CR-0950,Christian,Ringo,NT,2015,GB,Christian Ringo
CR-1000,Constantin,Ritzmann,INA,2005,INA,Constantin Ritzmann
CR-1100,Chris,Roberson,INA,2005,INA,Chris Roberson
CR-1125,C.J.,Roberts,INA,2015,INA,C.J. Roberts
CR-1150,Craig,Robertson,MLB,2011,NO,Craig Robertson
CR-1175,Corey,Robinson,LT,2015,DET,Corey Robinson
CR-1200,Courtney,Roby,INA,2005,INA,Courtney Roby
CR-1300,Carlos,Rogers,INA,2005,INA,Carlos Rogers
